epoch,loss,model,fold,dataset
92,1.0776684284210205,CNN-2D,1,training
93,1.0810291767120361,CNN-2D,1,training
94,1.0979063510894775,CNN-2D,1,training
95,1.039509892463684,CNN-2D,1,training
96,0.9924584031105042,CNN-2D,1,training
97,1.0097124576568604,CNN-2D,1,training
98,0.974703311920166,CNN-2D,1,training
99,0.9630884528160095,CNN-2D,1,training
100,0.9370455145835876,CNN-2D,1,training
101,0.9397382736206055,CNN-2D,1,training
102,0.9094894528388977,CNN-2D,1,training
103,0.8772740364074707,CNN-2D,1,training
104,0.8836187720298767,CNN-2D,1,training
105,0.8917022347450256,CNN-2D,1,training
106,0.8721832633018494,CNN-2D,1,training
107,0.8577398061752319,CNN-2D,1,training
108,0.8535073399543762,CNN-2D,1,training
109,0.8404481410980225,CNN-2D,1,training
110,0.8319101929664612,CNN-2D,1,training
111,0.85591721534729,CNN-2D,1,training
112,0.842578113079071,CNN-2D,1,training
113,0.8443742990493774,CNN-2D,1,training
114,0.8340665698051453,CNN-2D,1,training
115,0.8434792757034302,CNN-2D,1,training
116,0.8498793244361877,CNN-2D,1,training
117,0.8322113752365112,CNN-2D,1,training
118,0.8540569543838501,CNN-2D,1,training
119,0.8487188816070557,CNN-2D,1,training
120,0.8526871800422668,CNN-2D,1,training
121,0.8507157564163208,CNN-2D,1,training
122,0.8396818041801453,CNN-2D,1,training
123,0.854559063911438,CNN-2D,1,training
124,0.8559650182723999,CNN-2D,1,training
125,0.8521659970283508,CNN-2D,1,training
126,0.8293783068656921,CNN-2D,1,training
127,0.838257372379303,CNN-2D,1,training
128,0.8523195385932922,CNN-2D,1,training
129,0.8554278612136841,CNN-2D,1,training
130,0.8515725135803223,CNN-2D,1,training
131,0.8459832668304443,CNN-2D,1,training
132,0.8476971387863159,CNN-2D,1,training
133,0.838290274143219,CNN-2D,1,training
134,0.858135461807251,CNN-2D,1,training
135,0.8377698063850403,CNN-2D,1,training
136,0.8359410166740417,CNN-2D,1,training
137,0.8303482532501221,CNN-2D,1,training
138,0.8497370481491089,CNN-2D,1,training
139,0.8467949032783508,CNN-2D,1,training
140,0.8272262215614319,CNN-2D,1,training
141,0.8471783995628357,CNN-2D,1,training
142,0.8419578075408936,CNN-2D,1,training
143,0.8378357887268066,CNN-2D,1,training
144,0.8374852538108826,CNN-2D,1,training
145,0.8363167643547058,CNN-2D,1,training
1,11.6263427734375,CNN-2D,1,validation
2,11.344959259033203,CNN-2D,1,validation
3,11.059900283813477,CNN-2D,1,validation
4,10.776945114135742,CNN-2D,1,validation
5,10.49416732788086,CNN-2D,1,validation
6,10.216763496398926,CNN-2D,1,validation
7,9.93878173828125,CNN-2D,1,validation
8,9.66905689239502,CNN-2D,1,validation
9,9.40173053741455,CNN-2D,1,validation
10,9.138472557067871,CNN-2D,1,validation
11,8.873725891113281,CNN-2D,1,validation
12,8.619531631469727,CNN-2D,1,validation
13,8.363733291625977,CNN-2D,1,validation
14,8.117305755615234,CNN-2D,1,validation
15,7.869541645050049,CNN-2D,1,validation
16,7.631913661956787,CNN-2D,1,validation
17,7.398757457733154,CNN-2D,1,validation
18,7.155566692352295,CNN-2D,1,validation
19,6.938395023345947,CNN-2D,1,validation
20,6.7115302085876465,CNN-2D,1,validation
21,6.495851516723633,CNN-2D,1,validation
22,6.283424377441406,CNN-2D,1,validation
23,6.07784366607666,CNN-2D,1,validation
24,5.865446090698242,CNN-2D,1,validation
25,5.6745829582214355,CNN-2D,1,validation
26,5.541965007781982,CNN-2D,1,validation
27,5.295680522918701,CNN-2D,1,validation
28,5.121724605560303,CNN-2D,1,validation
29,4.926305770874023,CNN-2D,1,validation
30,4.749433994293213,CNN-2D,1,validation
31,4.586249351501465,CNN-2D,1,validation
32,4.426704406738281,CNN-2D,1,validation
33,4.303863048553467,CNN-2D,1,validation
34,4.135677814483643,CNN-2D,1,validation
35,3.9886691570281982,CNN-2D,1,validation
36,3.8599793910980225,CNN-2D,1,validation
37,3.736581563949585,CNN-2D,1,validation
38,3.5899014472961426,CNN-2D,1,validation
39,3.4557039737701416,CNN-2D,1,validation
40,3.4277408123016357,CNN-2D,1,validation
41,3.2497777938842773,CNN-2D,1,validation
42,3.1530303955078125,CNN-2D,1,validation
43,3.064936637878418,CNN-2D,1,validation
44,2.985773801803589,CNN-2D,1,validation
45,2.88427734375,CNN-2D,1,validation
46,2.8250179290771484,CNN-2D,1,validation
47,2.7542567253112793,CNN-2D,1,validation
48,2.662174701690674,CNN-2D,1,validation
49,2.6022512912750244,CNN-2D,1,validation
50,2.549583911895752,CNN-2D,1,validation
51,2.5567047595977783,CNN-2D,1,validation
52,2.493659257888794,CNN-2D,1,validation
53,2.4192748069763184,CNN-2D,1,validation
54,2.3754305839538574,CNN-2D,1,validation
55,2.3308863639831543,CNN-2D,1,validation
56,2.2743098735809326,CNN-2D,1,validation
57,2.3640198707580566,CNN-2D,1,validation
58,2.197819948196411,CNN-2D,1,validation
59,2.186535596847534,CNN-2D,1,validation
60,2.146745204925537,CNN-2D,1,validation
61,2.149315595626831,CNN-2D,1,validation
62,2.0849578380584717,CNN-2D,1,validation
63,2.046203851699829,CNN-2D,1,validation
64,2.1019234657287598,CNN-2D,1,validation
65,2.0801503658294678,CNN-2D,1,validation
66,2.0137953758239746,CNN-2D,1,validation
67,1.9789574146270752,CNN-2D,1,validation
68,1.9705889225006104,CNN-2D,1,validation
69,2.0092220306396484,CNN-2D,1,validation
70,1.9609861373901367,CNN-2D,1,validation
71,1.915847659111023,CNN-2D,1,validation
72,1.8910311460494995,CNN-2D,1,validation
73,1.921460747718811,CNN-2D,1,validation
74,1.874619960784912,CNN-2D,1,validation
75,1.8912575244903564,CNN-2D,1,validation
76,1.8885011672973633,CNN-2D,1,validation
77,1.8359407186508179,CNN-2D,1,validation
78,1.810817003250122,CNN-2D,1,validation
79,1.8712682723999023,CNN-2D,1,validation
80,1.814862608909607,CNN-2D,1,validation
81,1.8105952739715576,CNN-2D,1,validation
82,1.759809136390686,CNN-2D,1,validation
83,1.7966411113739014,CNN-2D,1,validation
84,1.8578555583953857,CNN-2D,1,validation
85,1.8310303688049316,CNN-2D,1,validation
86,1.764125108718872,CNN-2D,1,validation
87,1.829542875289917,CNN-2D,1,validation
88,1.7911015748977661,CNN-2D,1,validation
89,1.7683093547821045,CNN-2D,1,validation
90,1.796905755996704,CNN-2D,1,validation
91,1.7651454210281372,CNN-2D,1,validation
92,1.7209452390670776,CNN-2D,1,validation
93,2.000169038772583,CNN-2D,1,validation
94,1.8756613731384277,CNN-2D,1,validation
95,1.7116700410842896,CNN-2D,1,validation
96,1.755081295967102,CNN-2D,1,validation
97,1.9427413940429688,CNN-2D,1,validation
98,1.781769037246704,CNN-2D,1,validation
99,1.8161672353744507,CNN-2D,1,validation
100,1.778869867324829,CNN-2D,1,validation
101,1.7826762199401855,CNN-2D,1,validation
102,1.734419345855713,CNN-2D,1,validation
103,1.821334719657898,CNN-2D,1,validation
104,1.7833640575408936,CNN-2D,1,validation
105,1.790662169456482,CNN-2D,1,validation
106,1.777813196182251,CNN-2D,1,validation
107,1.7709075212478638,CNN-2D,1,validation
108,1.7689833641052246,CNN-2D,1,validation
109,1.7678585052490234,CNN-2D,1,validation
110,1.7681543827056885,CNN-2D,1,validation
111,1.7688429355621338,CNN-2D,1,validation
112,1.7701350450515747,CNN-2D,1,validation
113,1.7715401649475098,CNN-2D,1,validation
114,1.7730708122253418,CNN-2D,1,validation
115,1.7742090225219727,CNN-2D,1,validation
116,1.7742234468460083,CNN-2D,1,validation
117,1.7742884159088135,CNN-2D,1,validation
118,1.7742373943328857,CNN-2D,1,validation
119,1.7742077112197876,CNN-2D,1,validation
120,1.7742085456848145,CNN-2D,1,validation
121,1.7745803594589233,CNN-2D,1,validation
122,1.774669885635376,CNN-2D,1,validation
123,1.774734616279602,CNN-2D,1,validation
124,1.7744512557983398,CNN-2D,1,validation
125,1.774438738822937,CNN-2D,1,validation
126,1.7742892503738403,CNN-2D,1,validation
127,1.7742831707000732,CNN-2D,1,validation
128,1.77504563331604,CNN-2D,1,validation
129,1.7747505903244019,CNN-2D,1,validation
130,1.7746392488479614,CNN-2D,1,validation
131,1.7742643356323242,CNN-2D,1,validation
132,1.7743170261383057,CNN-2D,1,validation
133,1.7744399309158325,CNN-2D,1,validation
134,1.7747195959091187,CNN-2D,1,validation
135,1.7749086618423462,CNN-2D,1,validation
136,1.775146484375,CNN-2D,1,validation
137,1.7750043869018555,CNN-2D,1,validation
138,1.7751339673995972,CNN-2D,1,validation
139,1.7746328115463257,CNN-2D,1,validation
140,1.7747162580490112,CNN-2D,1,validation
141,1.774720311164856,CNN-2D,1,validation
142,1.7746843099594116,CNN-2D,1,validation
143,1.7748271226882935,CNN-2D,1,validation
144,1.7743322849273682,CNN-2D,1,validation
145,1.7745863199234009,CNN-2D,1,validation
1,11.775177955627441,CNN-2D,2,training
2,11.460077285766602,CNN-2D,2,training
3,11.159232139587402,CNN-2D,2,training
4,10.864760398864746,CNN-2D,2,training
5,10.56857681274414,CNN-2D,2,training
6,10.27845287322998,CNN-2D,2,training
7,9.999998092651367,CNN-2D,2,training
8,9.709390640258789,CNN-2D,2,training
9,9.442336082458496,CNN-2D,2,training
10,9.187904357910156,CNN-2D,2,training
11,8.915292739868164,CNN-2D,2,training
12,8.651729583740234,CNN-2D,2,training
13,8.397408485412598,CNN-2D,2,training
14,8.139764785766602,CNN-2D,2,training
15,7.904993057250977,CNN-2D,2,training
16,7.642658233642578,CNN-2D,2,training
17,7.410928249359131,CNN-2D,2,training
18,7.188338279724121,CNN-2D,2,training
19,6.953358173370361,CNN-2D,2,training
20,6.7323408126831055,CNN-2D,2,training
21,6.503293037414551,CNN-2D,2,training
22,6.292548656463623,CNN-2D,2,training
23,6.083250999450684,CNN-2D,2,training
24,5.875917911529541,CNN-2D,2,training
25,5.673578262329102,CNN-2D,2,training
26,5.468508720397949,CNN-2D,2,training
27,5.279605388641357,CNN-2D,2,training
28,5.087022304534912,CNN-2D,2,training
29,4.924959182739258,CNN-2D,2,training
30,4.743154048919678,CNN-2D,2,training
31,4.553228855133057,CNN-2D,2,training
32,4.4118804931640625,CNN-2D,2,training
33,4.242260456085205,CNN-2D,2,training
34,4.096229553222656,CNN-2D,2,training
35,3.9453835487365723,CNN-2D,2,training
36,3.8142004013061523,CNN-2D,2,training
37,3.654317855834961,CNN-2D,2,training
38,3.5505032539367676,CNN-2D,2,training
39,3.4176008701324463,CNN-2D,2,training
40,3.2732198238372803,CNN-2D,2,training
41,3.159797191619873,CNN-2D,2,training
42,3.070784330368042,CNN-2D,2,training
43,2.9571523666381836,CNN-2D,2,training
44,2.8505289554595947,CNN-2D,2,training
45,2.751465082168579,CNN-2D,2,training
46,2.669651746749878,CNN-2D,2,training
47,2.6001927852630615,CNN-2D,2,training
48,2.561250686645508,CNN-2D,2,training
49,2.4259586334228516,CNN-2D,2,training
50,2.382958173751831,CNN-2D,2,training
51,2.3325395584106445,CNN-2D,2,training
52,2.2856969833374023,CNN-2D,2,training
53,2.214280366897583,CNN-2D,2,training
54,2.1561155319213867,CNN-2D,2,training
55,2.1540732383728027,CNN-2D,2,training
56,2.064063787460327,CNN-2D,2,training
57,2.022085666656494,CNN-2D,2,training
58,1.9720382690429688,CNN-2D,2,training
59,1.9073020219802856,CNN-2D,2,training
60,1.8807824850082397,CNN-2D,2,training
61,1.845780611038208,CNN-2D,2,training
62,1.8230446577072144,CNN-2D,2,training
63,1.8026442527770996,CNN-2D,2,training
