fpr,tpr,model
0.05161290322580645,0.4470588235294118,CNN-Branched
0.05161290322580645,0.4588235294117647,CNN-Branched
0.053763440860215055,0.4588235294117647,CNN-Branched
0.053763440860215055,0.4666666666666667,CNN-Branched
0.05806451612903226,0.4666666666666667,CNN-Branched
0.05806451612903226,0.49411764705882355,CNN-Branched
0.06236559139784946,0.49411764705882355,CNN-Branched
0.06236559139784946,0.5019607843137255,CNN-Branched
0.06451612903225806,0.5019607843137255,CNN-Branched
0.06451612903225806,0.5098039215686274,CNN-Branched
0.06666666666666667,0.5098039215686274,CNN-Branched
0.06666666666666667,0.5372549019607843,CNN-Branched
0.06666666666666667,0.5450980392156862,CNN-Branched
0.06666666666666667,0.5568627450980392,CNN-Branched
0.06881720430107527,0.5568627450980392,CNN-Branched
0.07096774193548387,0.5607843137254902,CNN-Branched
0.07096774193548387,0.5686274509803921,CNN-Branched
0.07096774193548387,0.5882352941176471,CNN-Branched
0.07311827956989247,0.5882352941176471,CNN-Branched
0.07311827956989247,0.6078431372549019,CNN-Branched
0.07526881720430108,0.6078431372549019,CNN-Branched
0.07526881720430108,0.615686274509804,CNN-Branched
0.07741935483870968,0.615686274509804,CNN-Branched
0.07741935483870968,0.6235294117647059,CNN-Branched
0.07956989247311828,0.6235294117647059,CNN-Branched
0.07956989247311828,0.6313725490196078,CNN-Branched
0.08172043010752689,0.6313725490196078,CNN-Branched
0.08172043010752689,0.6352941176470588,CNN-Branched
0.09462365591397849,0.6352941176470588,CNN-Branched
0.09462365591397849,0.6745098039215687,CNN-Branched
0.0989247311827957,0.6745098039215687,CNN-Branched
0.0989247311827957,0.6901960784313725,CNN-Branched
0.1053763440860215,0.6901960784313725,CNN-Branched
0.1053763440860215,0.6980392156862745,CNN-Branched
0.11182795698924732,0.6980392156862745,CNN-Branched
0.11182795698924732,0.7215686274509804,CNN-Branched
0.11397849462365592,0.7215686274509804,CNN-Branched
0.11397849462365592,0.7254901960784313,CNN-Branched
0.12043010752688173,0.7254901960784313,CNN-Branched
0.12043010752688173,0.7294117647058823,CNN-Branched
0.12258064516129032,0.7294117647058823,CNN-Branched
0.12258064516129032,0.7372549019607844,CNN-Branched
0.12903225806451613,0.7372549019607844,CNN-Branched
0.12903225806451613,0.7411764705882353,CNN-Branched
0.14408602150537633,0.7411764705882353,CNN-Branched
0.14408602150537633,0.7450980392156863,CNN-Branched
0.15268817204301074,0.7450980392156863,CNN-Branched
0.15268817204301074,0.7490196078431373,CNN-Branched
0.15483870967741936,0.7490196078431373,CNN-Branched
0.15483870967741936,0.7529411764705882,CNN-Branched
0.15913978494623657,0.7529411764705882,CNN-Branched
0.15913978494623657,0.7607843137254902,CNN-Branched
0.16129032258064516,0.7607843137254902,CNN-Branched
0.16129032258064516,0.7725490196078432,CNN-Branched
0.16344086021505377,0.7725490196078432,CNN-Branched
0.16344086021505377,0.7764705882352941,CNN-Branched
0.17204301075268819,0.7764705882352941,CNN-Branched
0.17204301075268819,0.7803921568627451,CNN-Branched
0.17634408602150536,0.7803921568627451,CNN-Branched
0.17634408602150536,0.788235294117647,CNN-Branched
0.18064516129032257,0.788235294117647,CNN-Branched
0.18064516129032257,0.796078431372549,CNN-Branched
0.1913978494623656,0.796078431372549,CNN-Branched
0.1913978494623656,0.807843137254902,CNN-Branched
0.1935483870967742,0.807843137254902,CNN-Branched
0.1935483870967742,0.8117647058823529,CNN-Branched
0.1956989247311828,0.8117647058823529,CNN-Branched
0.1956989247311828,0.8235294117647058,CNN-Branched
0.1978494623655914,0.8235294117647058,CNN-Branched
0.1978494623655914,0.8274509803921568,CNN-Branched
0.2,0.8274509803921568,CNN-Branched
0.2,0.8313725490196079,CNN-Branched
0.20430107526881722,0.8313725490196079,CNN-Branched
0.20430107526881722,0.8392156862745098,CNN-Branched
0.221505376344086,0.8392156862745098,CNN-Branched
0.221505376344086,0.8431372549019608,CNN-Branched
0.23440860215053763,0.8431372549019608,CNN-Branched
0.23440860215053763,0.8470588235294118,CNN-Branched
0.23655913978494625,0.8470588235294118,CNN-Branched
0.23655913978494625,0.8549019607843137,CNN-Branched
0.23870967741935484,0.8549019607843137,CNN-Branched
0.23870967741935484,0.8588235294117647,CNN-Branched
0.26881720430107525,0.8588235294117647,CNN-Branched
0.26881720430107525,0.8627450980392157,CNN-Branched
0.27741935483870966,0.8627450980392157,CNN-Branched
0.27741935483870966,0.8705882352941177,CNN-Branched
0.3204301075268817,0.8705882352941177,CNN-Branched
0.3204301075268817,0.8745098039215686,CNN-Branched
0.32903225806451614,0.8745098039215686,CNN-Branched
0.32903225806451614,0.8784313725490196,CNN-Branched
0.3311827956989247,0.8784313725490196,CNN-Branched
0.3311827956989247,0.8823529411764706,CNN-Branched
0.33548387096774196,0.8823529411764706,CNN-Branched
0.33548387096774196,0.8862745098039215,CNN-Branched
0.34623655913978496,0.8862745098039215,CNN-Branched
0.34623655913978496,0.8901960784313725,CNN-Branched
0.3634408602150538,0.8901960784313725,CNN-Branched
0.3634408602150538,0.8941176470588236,CNN-Branched
0.3655913978494624,0.8941176470588236,CNN-Branched
0.3655913978494624,0.9019607843137255,CNN-Branched
0.3827956989247312,0.9019607843137255,CNN-Branched
0.3827956989247312,0.9058823529411765,CNN-Branched
0.38924731182795697,0.9058823529411765,CNN-Branched
0.38924731182795697,0.9098039215686274,CNN-Branched
0.40860215053763443,0.9098039215686274,CNN-Branched
0.40860215053763443,0.9137254901960784,CNN-Branched
0.421505376344086,0.9137254901960784,CNN-Branched
0.421505376344086,0.9176470588235294,CNN-Branched
0.42795698924731185,0.9176470588235294,CNN-Branched
0.42795698924731185,0.9215686274509803,CNN-Branched
0.43655913978494626,0.9215686274509803,CNN-Branched
0.43655913978494626,0.9254901960784314,CNN-Branched
0.46021505376344085,0.9254901960784314,CNN-Branched
0.46021505376344085,0.9294117647058824,CNN-Branched
0.4666666666666667,0.9294117647058824,CNN-Branched
0.4666666666666667,0.9333333333333333,CNN-Branched
0.4752688172043011,0.9333333333333333,CNN-Branched
0.4752688172043011,0.9372549019607843,CNN-Branched
0.4924731182795699,0.9372549019607843,CNN-Branched
0.4924731182795699,0.9411764705882353,CNN-Branched
0.5096774193548387,0.9411764705882353,CNN-Branched
0.5096774193548387,0.9450980392156862,CNN-Branched
0.5311827956989247,0.9450980392156862,CNN-Branched
0.5311827956989247,0.9490196078431372,CNN-Branched
0.5720430107526882,0.9490196078431372,CNN-Branched
0.5720430107526882,0.9529411764705882,CNN-Branched
0.5935483870967742,0.9529411764705882,CNN-Branched
0.5935483870967742,0.9568627450980393,CNN-Branched
0.5956989247311828,0.9568627450980393,CNN-Branched
0.5956989247311828,0.9607843137254902,CNN-Branched
0.6344086021505376,0.9607843137254902,CNN-Branched
0.6344086021505376,0.9647058823529412,CNN-Branched
0.6537634408602151,0.9647058823529412,CNN-Branched
0.6537634408602151,0.9686274509803922,CNN-Branched
0.6602150537634408,0.9686274509803922,CNN-Branched
0.6602150537634408,0.9725490196078431,CNN-Branched
0.6623655913978495,0.9725490196078431,CNN-Branched
0.6623655913978495,0.9764705882352941,CNN-Branched
0.6989247311827957,0.9764705882352941,CNN-Branched
0.6989247311827957,0.9803921568627451,CNN-Branched
0.7376344086021506,0.9803921568627451,CNN-Branched
0.7376344086021506,0.984313725490196,CNN-Branched
0.7591397849462366,0.984313725490196,CNN-Branched
0.7591397849462366,0.9882352941176471,CNN-Branched
0.7677419354838709,0.9882352941176471,CNN-Branched
0.7677419354838709,0.9921568627450981,CNN-Branched
0.7827956989247312,0.9921568627450981,CNN-Branched
0.7827956989247312,0.996078431372549,CNN-Branched
0.8408602150537634,0.996078431372549,CNN-Branched
0.8408602150537634,1.0,CNN-Branched
1.0,1.0,CNN-Branched
