fpr,tpr,model
0.07526881720430108,0.6235294117647059,CNN-3D
0.07741935483870968,0.6235294117647059,CNN-3D
0.07741935483870968,0.6352941176470588,CNN-3D
0.08172043010752689,0.6352941176470588,CNN-3D
0.08172043010752689,0.6509803921568628,CNN-3D
0.08387096774193549,0.6509803921568628,CNN-3D
0.08387096774193549,0.6549019607843137,CNN-3D
0.0989247311827957,0.6549019607843137,CNN-3D
0.0989247311827957,0.6705882352941176,CNN-3D
0.1010752688172043,0.6705882352941176,CNN-3D
0.1010752688172043,0.6745098039215687,CNN-3D
0.1032258064516129,0.6745098039215687,CNN-3D
0.1032258064516129,0.6823529411764706,CNN-3D
0.1053763440860215,0.6823529411764706,CNN-3D
0.1053763440860215,0.6941176470588235,CNN-3D
0.10967741935483871,0.6941176470588235,CNN-3D
0.10967741935483871,0.7058823529411765,CNN-3D
0.11397849462365592,0.7058823529411765,CNN-3D
0.11397849462365592,0.7098039215686275,CNN-3D
0.11612903225806452,0.7098039215686275,CNN-3D
0.11612903225806452,0.7137254901960784,CNN-3D
0.12043010752688173,0.7137254901960784,CNN-3D
0.12043010752688173,0.7294117647058823,CNN-3D
0.12473118279569892,0.7294117647058823,CNN-3D
0.12473118279569892,0.7372549019607844,CNN-3D
0.12903225806451613,0.7372549019607844,CNN-3D
0.12903225806451613,0.7411764705882353,CNN-3D
0.13118279569892474,0.7411764705882353,CNN-3D
0.13118279569892474,0.7529411764705882,CNN-3D
0.14193548387096774,0.7529411764705882,CNN-3D
0.14193548387096774,0.7568627450980392,CNN-3D
0.14838709677419354,0.7568627450980392,CNN-3D
0.14838709677419354,0.7647058823529411,CNN-3D
0.15268817204301074,0.7647058823529411,CNN-3D
0.15268817204301074,0.7686274509803922,CNN-3D
0.15483870967741936,0.7686274509803922,CNN-3D
0.15483870967741936,0.7725490196078432,CNN-3D
0.15698924731182795,0.7725490196078432,CNN-3D
0.15698924731182795,0.7764705882352941,CNN-3D
0.15913978494623657,0.7764705882352941,CNN-3D
0.15913978494623657,0.7803921568627451,CNN-3D
0.16344086021505377,0.7803921568627451,CNN-3D
0.16344086021505377,0.7843137254901961,CNN-3D
0.16559139784946236,0.7843137254901961,CNN-3D
0.16559139784946236,0.788235294117647,CNN-3D
0.16774193548387098,0.788235294117647,CNN-3D
0.16774193548387098,0.792156862745098,CNN-3D
0.16989247311827957,0.792156862745098,CNN-3D
0.16989247311827957,0.796078431372549,CNN-3D
0.17204301075268819,0.796078431372549,CNN-3D
0.17204301075268819,0.807843137254902,CNN-3D
0.17849462365591398,0.807843137254902,CNN-3D
0.17849462365591398,0.8196078431372549,CNN-3D
0.18064516129032257,0.8196078431372549,CNN-3D
0.18064516129032257,0.8274509803921568,CNN-3D
0.18494623655913978,0.8274509803921568,CNN-3D
0.18494623655913978,0.8313725490196079,CNN-3D
0.18924731182795698,0.8313725490196079,CNN-3D
0.18924731182795698,0.8392156862745098,CNN-3D
0.20430107526881722,0.8392156862745098,CNN-3D
0.20430107526881722,0.8431372549019608,CNN-3D
0.2086021505376344,0.8431372549019608,CNN-3D
0.2086021505376344,0.8509803921568627,CNN-3D
0.2129032258064516,0.8509803921568627,CNN-3D
0.2129032258064516,0.8588235294117647,CNN-3D
0.221505376344086,0.8588235294117647,CNN-3D
0.221505376344086,0.8627450980392157,CNN-3D
0.22580645161290322,0.8627450980392157,CNN-3D
0.22580645161290322,0.8745098039215686,CNN-3D
0.23225806451612904,0.8745098039215686,CNN-3D
0.23225806451612904,0.8784313725490196,CNN-3D
0.23440860215053763,0.8784313725490196,CNN-3D
0.23440860215053763,0.8862745098039215,CNN-3D
0.24516129032258063,0.8862745098039215,CNN-3D
0.24516129032258063,0.8901960784313725,CNN-3D
0.2537634408602151,0.8901960784313725,CNN-3D
0.2537634408602151,0.9058823529411765,CNN-3D
0.25591397849462366,0.9058823529411765,CNN-3D
0.25591397849462366,0.9098039215686274,CNN-3D
0.26881720430107525,0.9098039215686274,CNN-3D
0.26881720430107525,0.9176470588235294,CNN-3D
0.27956989247311825,0.9176470588235294,CNN-3D
0.27956989247311825,0.9294117647058824,CNN-3D
0.3053763440860215,0.9294117647058824,CNN-3D
0.3053763440860215,0.9333333333333333,CNN-3D
0.35053763440860214,0.9333333333333333,CNN-3D
0.35053763440860214,0.9372549019607843,CNN-3D
0.3849462365591398,0.9372549019607843,CNN-3D
0.3849462365591398,0.9411764705882353,CNN-3D
0.4172043010752688,0.9411764705882353,CNN-3D
0.4172043010752688,0.9490196078431372,CNN-3D
0.4344086021505376,0.9490196078431372,CNN-3D
0.4344086021505376,0.9529411764705882,CNN-3D
0.44731182795698926,0.9529411764705882,CNN-3D
0.44731182795698926,0.9568627450980393,CNN-3D
0.45376344086021503,0.9568627450980393,CNN-3D
0.45376344086021503,0.9607843137254902,CNN-3D
0.4838709677419355,0.9607843137254902,CNN-3D
0.4838709677419355,0.9647058823529412,CNN-3D
0.5010752688172043,0.9647058823529412,CNN-3D
0.5010752688172043,0.9686274509803922,CNN-3D
0.5182795698924731,0.9686274509803922,CNN-3D
0.5182795698924731,0.9725490196078431,CNN-3D
0.5483870967741935,0.9725490196078431,CNN-3D
0.5483870967741935,0.9764705882352941,CNN-3D
0.6236559139784946,0.9764705882352941,CNN-3D
0.6236559139784946,0.9803921568627451,CNN-3D
0.6795698924731183,0.9803921568627451,CNN-3D
0.6795698924731183,0.984313725490196,CNN-3D
0.7290322580645161,0.984313725490196,CNN-3D
0.7290322580645161,0.9882352941176471,CNN-3D
0.7849462365591398,0.9882352941176471,CNN-3D
0.7849462365591398,0.9921568627450981,CNN-3D
0.8043010752688172,0.9921568627450981,CNN-3D
0.8043010752688172,0.996078431372549,CNN-3D
0.9182795698924732,0.996078431372549,CNN-3D
0.9182795698924732,1.0,CNN-3D
1.0,1.0,CNN-3D
0.0,0.0,CNN-3D-LSTM
0.0,0.00392156862745098,CNN-3D-LSTM
0.0,0.0196078431372549,CNN-3D-LSTM
0.002150537634408602,0.0196078431372549,CNN-3D-LSTM
0.002150537634408602,0.0784313725490196,CNN-3D-LSTM
0.004301075268817204,0.0784313725490196,CNN-3D-LSTM
0.004301075268817204,0.08235294117647059,CNN-3D-LSTM
0.0064516129032258064,0.08235294117647059,CNN-3D-LSTM
0.0064516129032258064,0.16470588235294117,CNN-3D-LSTM
0.008602150537634409,0.16470588235294117,CNN-3D-LSTM
0.008602150537634409,0.16862745098039217,CNN-3D-LSTM
0.010752688172043012,0.16862745098039217,CNN-3D-LSTM
0.010752688172043012,0.1803921568627451,CNN-3D-LSTM
0.015053763440860216,0.1803921568627451,CNN-3D-LSTM
0.015053763440860216,0.20392156862745098,CNN-3D-LSTM
0.017204301075268817,0.20392156862745098,CNN-3D-LSTM
0.017204301075268817,0.26666666666666666,CNN-3D-LSTM
0.01935483870967742,0.26666666666666666,CNN-3D-LSTM
0.01935483870967742,0.2901960784313726,CNN-3D-LSTM
0.021505376344086023,0.2901960784313726,CNN-3D-LSTM
0.021505376344086023,0.33725490196078434,CNN-3D-LSTM
0.023655913978494623,0.33725490196078434,CNN-3D-LSTM
0.023655913978494623,0.36470588235294116,CNN-3D-LSTM
0.025806451612903226,0.36470588235294116,CNN-3D-LSTM
0.025806451612903226,0.396078431372549,CNN-3D-LSTM
0.02795698924731183,0.396078431372549,CNN-3D-LSTM
0.02795698924731183,0.4,CNN-3D-LSTM
0.034408602150537634,0.4,CNN-3D-LSTM
0.034408602150537634,0.42745098039215684,CNN-3D-LSTM
0.03655913978494624,0.42745098039215684,CNN-3D-LSTM
0.03655913978494624,0.43529411764705883,CNN-3D-LSTM
0.03870967741935484,0.43529411764705883,CNN-3D-LSTM
0.03870967741935484,0.4666666666666667,CNN-3D-LSTM
0.04086021505376344,0.4666666666666667,CNN-3D-LSTM
0.04086021505376344,0.4980392156862745,CNN-3D-LSTM
0.043010752688172046,0.4980392156862745,CNN-3D-LSTM
0.043010752688172046,0.5176470588235295,CNN-3D-LSTM
0.04516129032258064,0.5176470588235295,CNN-3D-LSTM
0.04516129032258064,0.5215686274509804,CNN-3D-LSTM
0.047311827956989246,0.5215686274509804,CNN-3D-LSTM
0.047311827956989246,0.5254901960784314,CNN-3D-LSTM
0.04946236559139785,0.5254901960784314,CNN-3D-LSTM
0.04946236559139785,0.5490196078431373,CNN-3D-LSTM
0.05806451612903226,0.5490196078431373,CNN-3D-LSTM
0.05806451612903226,0.5607843137254902,CNN-3D-LSTM
0.06236559139784946,0.5607843137254902,CNN-3D-LSTM
0.06236559139784946,0.6,CNN-3D-LSTM
0.06666666666666667,0.6,CNN-3D-LSTM
0.06666666666666667,0.6039215686274509,CNN-3D-LSTM
0.07096774193548387,0.6039215686274509,CNN-3D-LSTM
0.07096774193548387,0.615686274509804,CNN-3D-LSTM
0.07741935483870968,0.615686274509804,CNN-3D-LSTM
0.07741935483870968,0.6196078431372549,CNN-3D-LSTM
0.07956989247311828,0.6196078431372549,CNN-3D-LSTM
0.07956989247311828,0.6235294117647059,CNN-3D-LSTM
0.08172043010752689,0.6235294117647059,CNN-3D-LSTM
0.08172043010752689,0.6274509803921569,CNN-3D-LSTM
0.08387096774193549,0.6274509803921569,CNN-3D-LSTM
0.08387096774193549,0.6666666666666666,CNN-3D-LSTM
0.08602150537634409,0.6666666666666666,CNN-3D-LSTM
0.08602150537634409,0.6823529411764706,CNN-3D-LSTM
0.09032258064516129,0.6823529411764706,CNN-3D-LSTM
0.09032258064516129,0.6862745098039216,CNN-3D-LSTM
0.0967741935483871,0.6862745098039216,CNN-3D-LSTM
0.0967741935483871,0.6901960784313725,CNN-3D-LSTM
0.0989247311827957,0.6901960784313725,CNN-3D-LSTM
0.0989247311827957,0.6941176470588235,CNN-3D-LSTM
0.1032258064516129,0.6941176470588235,CNN-3D-LSTM
0.1032258064516129,0.6980392156862745,CNN-3D-LSTM
0.10752688172043011,0.6980392156862745,CNN-3D-LSTM
0.10752688172043011,0.7019607843137254,CNN-3D-LSTM
0.11182795698924732,0.7019607843137254,CNN-3D-LSTM
0.11182795698924732,0.7058823529411765,CNN-3D-LSTM
0.11397849462365592,0.7058823529411765,CNN-3D-LSTM
0.11397849462365592,0.7215686274509804,CNN-3D-LSTM
0.11827956989247312,0.7215686274509804,CNN-3D-LSTM
0.11827956989247312,0.7254901960784313,CNN-3D-LSTM
0.12043010752688173,0.7254901960784313,CNN-3D-LSTM
0.12043010752688173,0.7294117647058823,CNN-3D-LSTM
0.12258064516129032,0.7294117647058823,CNN-3D-LSTM
0.12258064516129032,0.7411764705882353,CNN-3D-LSTM
0.13333333333333333,0.7411764705882353,CNN-3D-LSTM
0.13333333333333333,0.7450980392156863,CNN-3D-LSTM
0.13763440860215054,0.7450980392156863,CNN-3D-LSTM
0.13763440860215054,0.7490196078431373,CNN-3D-LSTM
0.14193548387096774,0.7490196078431373,CNN-3D-LSTM
0.14193548387096774,0.7529411764705882,CNN-3D-LSTM
0.14623655913978495,0.7529411764705882,CNN-3D-LSTM
0.14623655913978495,0.7568627450980392,CNN-3D-LSTM
0.15053763440860216,0.7568627450980392,CNN-3D-LSTM
0.15053763440860216,0.7607843137254902,CNN-3D-LSTM
0.15698924731182795,0.7607843137254902,CNN-3D-LSTM
0.15698924731182795,0.7647058823529411,CNN-3D-LSTM
0.15913978494623657,0.7647058823529411,CNN-3D-LSTM
0.15913978494623657,0.7686274509803922,CNN-3D-LSTM
0.16129032258064516,0.7686274509803922,CNN-3D-LSTM
0.16129032258064516,0.7843137254901961,CNN-3D-LSTM
0.16344086021505377,0.7843137254901961,CNN-3D-LSTM
0.16344086021505377,0.788235294117647,CNN-3D-LSTM
0.16774193548387098,0.788235294117647,CNN-3D-LSTM
0.16774193548387098,0.796078431372549,CNN-3D-LSTM
0.16989247311827957,0.796078431372549,CNN-3D-LSTM
0.16989247311827957,0.807843137254902,CNN-3D-LSTM
0.17419354838709677,0.807843137254902,CNN-3D-LSTM
0.17419354838709677,0.8156862745098039,CNN-3D-LSTM
0.18924731182795698,0.8156862745098039,CNN-3D-LSTM
0.18924731182795698,0.8196078431372549,CNN-3D-LSTM
0.1935483870967742,0.8196078431372549,CNN-3D-LSTM
0.1935483870967742,0.8313725490196079,CNN-3D-LSTM
0.1978494623655914,0.8313725490196079,CNN-3D-LSTM
0.1978494623655914,0.8352941176470589,CNN-3D-LSTM
0.2086021505376344,0.8352941176470589,CNN-3D-LSTM
0.2086021505376344,0.8431372549019608,CNN-3D-LSTM
0.2172043010752688,0.8431372549019608,CNN-3D-LSTM
0.2172043010752688,0.8470588235294118,CNN-3D-LSTM
0.22365591397849463,0.8470588235294118,CNN-3D-LSTM
0.22365591397849463,0.8549019607843137,CNN-3D-LSTM
0.22580645161290322,0.8549019607843137,CNN-3D-LSTM
0.22580645161290322,0.8666666666666667,CNN-3D-LSTM
0.23225806451612904,0.8666666666666667,CNN-3D-LSTM
0.23225806451612904,0.8745098039215686,CNN-3D-LSTM
0.23440860215053763,0.8745098039215686,CNN-3D-LSTM
0.23440860215053763,0.8784313725490196,CNN-3D-LSTM
0.23655913978494625,0.8784313725490196,CNN-3D-LSTM
0.23655913978494625,0.8823529411764706,CNN-3D-LSTM
0.24086021505376345,0.8823529411764706,CNN-3D-LSTM
0.24086021505376345,0.8862745098039215,CNN-3D-LSTM
0.24946236559139784,0.8862745098039215,CNN-3D-LSTM
0.24946236559139784,0.8980392156862745,CNN-3D-LSTM
0.26021505376344084,0.8980392156862745,CNN-3D-LSTM
0.26021505376344084,0.9019607843137255,CNN-3D-LSTM
0.2623655913978495,0.9019607843137255,CNN-3D-LSTM
0.2623655913978495,0.9058823529411765,CNN-3D-LSTM
0.2860215053763441,0.9058823529411765,CNN-3D-LSTM
0.2860215053763441,0.9098039215686274,CNN-3D-LSTM
0.28817204301075267,0.9098039215686274,CNN-3D-LSTM
0.28817204301075267,0.9137254901960784,CNN-3D-LSTM
0.3096774193548387,0.9137254901960784,CNN-3D-LSTM
0.3096774193548387,0.9176470588235294,CNN-3D-LSTM
0.33548387096774196,0.9176470588235294,CNN-3D-LSTM
0.33548387096774196,0.9254901960784314,CNN-3D-LSTM
0.38064516129032255,0.9254901960784314,CNN-3D-LSTM
0.38064516129032255,0.9333333333333333,CNN-3D-LSTM
0.4,0.9333333333333333,CNN-3D-LSTM
0.4,0.9372549019607843,CNN-3D-LSTM
0.4236559139784946,0.9372549019607843,CNN-3D-LSTM
0.4236559139784946,0.9411764705882353,CNN-3D-LSTM
0.44731182795698926,0.9411764705882353,CNN-3D-LSTM
0.44731182795698926,0.9450980392156862,CNN-3D-LSTM
0.46236559139784944,0.9450980392156862,CNN-3D-LSTM
0.46236559139784944,0.9490196078431372,CNN-3D-LSTM
0.5204301075268817,0.9490196078431372,CNN-3D-LSTM
0.5204301075268817,0.9529411764705882,CNN-3D-LSTM
0.5419354838709678,0.9529411764705882,CNN-3D-LSTM
0.5419354838709678,0.9568627450980393,CNN-3D-LSTM
0.5849462365591398,0.9568627450980393,CNN-3D-LSTM
0.5849462365591398,0.9607843137254902,CNN-3D-LSTM
0.6279569892473118,0.9607843137254902,CNN-3D-LSTM
0.6279569892473118,0.9647058823529412,CNN-3D-LSTM
0.6881720430107527,0.9647058823529412,CNN-3D-LSTM
0.6881720430107527,0.9686274509803922,CNN-3D-LSTM
0.6989247311827957,0.9686274509803922,CNN-3D-LSTM
0.6989247311827957,0.9725490196078431,CNN-3D-LSTM
0.7075268817204301,0.9725490196078431,CNN-3D-LSTM
0.7075268817204301,0.9764705882352941,CNN-3D-LSTM
0.7204301075268817,0.9764705882352941,CNN-3D-LSTM
0.7204301075268817,0.9803921568627451,CNN-3D-LSTM
0.7548387096774194,0.9803921568627451,CNN-3D-LSTM
0.7548387096774194,0.984313725490196,CNN-3D-LSTM
0.7849462365591398,0.984313725490196,CNN-3D-LSTM
0.7849462365591398,0.9882352941176471,CNN-3D-LSTM
0.8365591397849462,0.9882352941176471,CNN-3D-LSTM
0.8365591397849462,0.996078431372549,CNN-3D-LSTM
0.9225806451612903,0.996078431372549,CNN-3D-LSTM
0.9225806451612903,1.0,CNN-3D-LSTM
1.0,1.0,CNN-3D-LSTM
0.0,0.0,CNN-Branched
0.0,0.00392156862745098,CNN-Branched
0.0,0.011764705882352941,CNN-Branched
0.002150537634408602,0.011764705882352941,CNN-Branched
0.002150537634408602,0.047058823529411764,CNN-Branched
0.004301075268817204,0.047058823529411764,CNN-Branched
0.004301075268817204,0.050980392156862744,CNN-Branched
0.0064516129032258064,0.050980392156862744,CNN-Branched
0.0064516129032258064,0.058823529411764705,CNN-Branched
0.008602150537634409,0.058823529411764705,CNN-Branched
0.008602150537634409,0.08627450980392157,CNN-Branched
0.010752688172043012,0.08627450980392157,CNN-Branched
0.010752688172043012,0.10588235294117647,CNN-Branched
0.012903225806451613,0.10588235294117647,CNN-Branched
0.012903225806451613,0.10980392156862745,CNN-Branched
0.01935483870967742,0.10980392156862745,CNN-Branched
0.01935483870967742,0.14901960784313725,CNN-Branched
0.021505376344086023,0.14901960784313725,CNN-Branched
0.021505376344086023,0.2235294117647059,CNN-Branched
0.023655913978494623,0.2235294117647059,CNN-Branched
0.023655913978494623,0.23529411764705882,CNN-Branched
0.025806451612903226,0.23529411764705882,CNN-Branched
0.025806451612903226,0.2784313725490196,CNN-Branched
0.02795698924731183,0.2784313725490196,CNN-Branched
0.02795698924731183,0.2823529411764706,CNN-Branched
0.030107526881720432,0.2823529411764706,CNN-Branched
0.030107526881720432,0.29411764705882354,CNN-Branched
0.03225806451612903,0.29411764705882354,CNN-Branched
0.03225806451612903,0.30196078431372547,CNN-Branched
0.034408602150537634,0.30196078431372547,CNN-Branched
0.034408602150537634,0.3058823529411765,CNN-Branched
0.03655913978494624,0.3058823529411765,CNN-Branched
0.03655913978494624,0.3254901960784314,CNN-Branched
0.03870967741935484,0.3254901960784314,CNN-Branched
0.03870967741935484,0.3568627450980392,CNN-Branched
0.04086021505376344,0.3568627450980392,CNN-Branched
0.04086021505376344,0.3764705882352941,CNN-Branched
0.043010752688172046,0.3764705882352941,CNN-Branched
0.043010752688172046,0.3803921568627451,CNN-Branched
0.04516129032258064,0.3803921568627451,CNN-Branched
0.04516129032258064,0.4117647058823529,CNN-Branched
0.047311827956989246,0.4117647058823529,CNN-Branched
0.047311827956989246,0.4392156862745098,CNN-Branched
0.04946236559139785,0.4392156862745098,CNN-Branched
0.04946236559139785,0.4470588235294118,CNN-Branched
