precision,recall,model
0.4835589941972921,0.9803921568627451,CNN-2D
0.4844961240310077,0.9803921568627451,CNN-2D
0.4854368932038835,0.9803921568627451,CNN-2D
0.48638132295719844,0.9803921568627451,CNN-2D
0.4853801169590643,0.9764705882352941,CNN-2D
0.486328125,0.9764705882352941,CNN-2D
0.487279843444227,0.9764705882352941,CNN-2D
0.48823529411764705,0.9764705882352941,CNN-2D
0.48919449901768175,0.9764705882352941,CNN-2D
0.49015748031496065,0.9764705882352941,CNN-2D
0.4911242603550296,0.9764705882352941,CNN-2D
0.49209486166007904,0.9764705882352941,CNN-2D
0.4910891089108911,0.9725490196078431,CNN-2D
0.49206349206349204,0.9725490196078431,CNN-2D
0.49304174950298213,0.9725490196078431,CNN-2D
0.4940239043824701,0.9725490196078431,CNN-2D
0.49500998003992014,0.9725490196078431,CNN-2D
0.496,0.9725490196078431,CNN-2D
0.4969939879759519,0.9725490196078431,CNN-2D
0.4979919678714859,0.9725490196078431,CNN-2D
0.49899396378269617,0.9725490196078431,CNN-2D
0.5,0.9725490196078431,CNN-2D
0.501010101010101,0.9725490196078431,CNN-2D
0.5020242914979757,0.9725490196078431,CNN-2D
0.5030425963488844,0.9725490196078431,CNN-2D
0.5040650406504065,0.9725490196078431,CNN-2D
0.505091649694501,0.9725490196078431,CNN-2D
0.5061224489795918,0.9725490196078431,CNN-2D
0.5071574642126789,0.9725490196078431,CNN-2D
0.5081967213114754,0.9725490196078431,CNN-2D
0.5092402464065708,0.9725490196078431,CNN-2D
0.5102880658436214,0.9725490196078431,CNN-2D
0.511340206185567,0.9725490196078431,CNN-2D
0.512396694214876,0.9725490196078431,CNN-2D
0.5134575569358178,0.9725490196078431,CNN-2D
0.5145228215767634,0.9725490196078431,CNN-2D
0.5155925155925156,0.9725490196078431,CNN-2D
0.5166666666666667,0.9725490196078431,CNN-2D
0.5177453027139874,0.9725490196078431,CNN-2D
0.5188284518828452,0.9725490196078431,CNN-2D
0.519916142557652,0.9725490196078431,CNN-2D
0.5210084033613446,0.9725490196078431,CNN-2D
0.5221052631578947,0.9725490196078431,CNN-2D
0.5232067510548524,0.9725490196078431,CNN-2D
0.5221987315010571,0.9686274509803922,CNN-2D
0.5233050847457628,0.9686274509803922,CNN-2D
0.524416135881104,0.9686274509803922,CNN-2D
0.5255319148936171,0.9686274509803922,CNN-2D
0.5266524520255863,0.9686274509803922,CNN-2D
0.5277777777777778,0.9686274509803922,CNN-2D
0.5267665952890792,0.9647058823529412,CNN-2D
0.5278969957081545,0.9647058823529412,CNN-2D
0.5290322580645161,0.9647058823529412,CNN-2D
0.5301724137931034,0.9647058823529412,CNN-2D
0.531317494600432,0.9647058823529412,CNN-2D
0.5324675324675324,0.9647058823529412,CNN-2D
0.5336225596529284,0.9647058823529412,CNN-2D
0.5347826086956522,0.9647058823529412,CNN-2D
0.5359477124183006,0.9647058823529412,CNN-2D
0.537117903930131,0.9647058823529412,CNN-2D
0.5361050328227571,0.9607843137254902,CNN-2D
0.5350877192982456,0.9568627450980393,CNN-2D
0.5362637362637362,0.9568627450980393,CNN-2D
0.5374449339207048,0.9568627450980393,CNN-2D
0.5386313465783664,0.9568627450980393,CNN-2D
0.5398230088495575,0.9568627450980393,CNN-2D
0.541019955654102,0.9568627450980393,CNN-2D
0.5422222222222223,0.9568627450980393,CNN-2D
0.5434298440979956,0.9568627450980393,CNN-2D
0.5424107142857143,0.9529411764705882,CNN-2D
0.5436241610738255,0.9529411764705882,CNN-2D
0.5448430493273543,0.9529411764705882,CNN-2D
0.5460674157303371,0.9529411764705882,CNN-2D
0.5472972972972973,0.9529411764705882,CNN-2D
0.5485327313769752,0.9529411764705882,CNN-2D
0.5497737556561086,0.9529411764705882,CNN-2D
0.5510204081632653,0.9529411764705882,CNN-2D
0.5522727272727272,0.9529411764705882,CNN-2D
0.5535307517084282,0.9529411764705882,CNN-2D
0.5547945205479452,0.9529411764705882,CNN-2D
0.5560640732265446,0.9529411764705882,CNN-2D
0.5573394495412844,0.9529411764705882,CNN-2D
0.5586206896551724,0.9529411764705882,CNN-2D
0.5599078341013825,0.9529411764705882,CNN-2D
0.558891454965358,0.9490196078431372,CNN-2D
0.5601851851851852,0.9490196078431372,CNN-2D
0.5614849187935035,0.9490196078431372,CNN-2D
0.5627906976744186,0.9490196078431372,CNN-2D
0.5641025641025641,0.9490196078431372,CNN-2D
0.5654205607476636,0.9490196078431372,CNN-2D
0.5644028103044496,0.9450980392156862,CNN-2D
0.5657276995305164,0.9450980392156862,CNN-2D
0.5670588235294117,0.9450980392156862,CNN-2D
0.5683962264150944,0.9450980392156862,CNN-2D
0.5697399527186762,0.9450980392156862,CNN-2D
0.5687203791469194,0.9411764705882353,CNN-2D
0.5700712589073634,0.9411764705882353,CNN-2D
0.5714285714285714,0.9411764705882353,CNN-2D
0.5727923627684964,0.9411764705882353,CNN-2D
0.5741626794258373,0.9411764705882353,CNN-2D
0.5755395683453237,0.9411764705882353,CNN-2D
0.5769230769230769,0.9411764705882353,CNN-2D
0.5783132530120482,0.9411764705882353,CNN-2D
0.5797101449275363,0.9411764705882353,CNN-2D
0.5811138014527845,0.9411764705882353,CNN-2D
0.5825242718446602,0.9411764705882353,CNN-2D
0.583941605839416,0.9411764705882353,CNN-2D
0.5853658536585366,0.9411764705882353,CNN-2D
0.58679706601467,0.9411764705882353,CNN-2D
0.5882352941176471,0.9411764705882353,CNN-2D
0.5872235872235873,0.9372549019607843,CNN-2D
0.5886699507389163,0.9372549019607843,CNN-2D
0.5901234567901235,0.9372549019607843,CNN-2D
0.5915841584158416,0.9372549019607843,CNN-2D
0.5930521091811415,0.9372549019607843,CNN-2D
0.5945273631840796,0.9372549019607843,CNN-2D
0.5960099750623441,0.9372549019607843,CNN-2D
0.5975,0.9372549019607843,CNN-2D
0.5989974937343359,0.9372549019607843,CNN-2D
0.6005025125628141,0.9372549019607843,CNN-2D
0.6020151133501259,0.9372549019607843,CNN-2D
0.6035353535353535,0.9372549019607843,CNN-2D
0.6050632911392405,0.9372549019607843,CNN-2D
0.6065989847715736,0.9372549019607843,CNN-2D
0.6081424936386769,0.9372549019607843,CNN-2D
0.6096938775510204,0.9372549019607843,CNN-2D
0.6112531969309463,0.9372549019607843,CNN-2D
0.6128205128205129,0.9372549019607843,CNN-2D
0.6143958868894601,0.9372549019607843,CNN-2D
0.615979381443299,0.9372549019607843,CNN-2D
0.6149870801033591,0.9333333333333333,CNN-2D
0.616580310880829,0.9333333333333333,CNN-2D
0.6181818181818182,0.9333333333333333,CNN-2D
0.6197916666666666,0.9333333333333333,CNN-2D
0.6214099216710183,0.9333333333333333,CNN-2D
0.6230366492146597,0.9333333333333333,CNN-2D
0.6246719160104987,0.9333333333333333,CNN-2D
0.6263157894736842,0.9333333333333333,CNN-2D
0.6279683377308707,0.9333333333333333,CNN-2D
0.6296296296296297,0.9333333333333333,CNN-2D
0.6312997347480106,0.9333333333333333,CNN-2D
0.6329787234042553,0.9333333333333333,CNN-2D
0.6346666666666667,0.9333333333333333,CNN-2D
0.6363636363636364,0.9333333333333333,CNN-2D
0.6380697050938338,0.9333333333333333,CNN-2D
0.6397849462365591,0.9333333333333333,CNN-2D
0.6388140161725068,0.9294117647058824,CNN-2D
0.6405405405405405,0.9294117647058824,CNN-2D
0.6422764227642277,0.9294117647058824,CNN-2D
0.6440217391304348,0.9294117647058824,CNN-2D
0.6457765667574932,0.9294117647058824,CNN-2D
0.6475409836065574,0.9294117647058824,CNN-2D
0.6493150684931507,0.9294117647058824,CNN-2D
0.6483516483516484,0.9254901960784314,CNN-2D
0.650137741046832,0.9254901960784314,CNN-2D
0.6519337016574586,0.9254901960784314,CNN-2D
0.6537396121883656,0.9254901960784314,CNN-2D
0.6527777777777778,0.9215686274509803,CNN-2D
0.6545961002785515,0.9215686274509803,CNN-2D
0.6564245810055865,0.9215686274509803,CNN-2D
0.6582633053221288,0.9215686274509803,CNN-2D
0.6601123595505618,0.9215686274509803,CNN-2D
0.6591549295774648,0.9176470588235294,CNN-2D
0.6610169491525424,0.9176470588235294,CNN-2D
0.6628895184135978,0.9176470588235294,CNN-2D
0.6647727272727273,0.9176470588235294,CNN-2D
0.6666666666666666,0.9176470588235294,CNN-2D
0.6685714285714286,0.9176470588235294,CNN-2D
0.670487106017192,0.9176470588235294,CNN-2D
0.6724137931034483,0.9176470588235294,CNN-2D
0.6743515850144092,0.9176470588235294,CNN-2D
0.6763005780346821,0.9176470588235294,CNN-2D
0.6782608695652174,0.9176470588235294,CNN-2D
0.6802325581395349,0.9176470588235294,CNN-2D
0.6822157434402333,0.9176470588235294,CNN-2D
0.6812865497076024,0.9137254901960784,CNN-2D
0.6832844574780058,0.9137254901960784,CNN-2D
0.6823529411764706,0.9098039215686274,CNN-2D
0.6843657817109144,0.9098039215686274,CNN-2D
0.6863905325443787,0.9098039215686274,CNN-2D
0.6884272997032641,0.9098039215686274,CNN-2D
0.6904761904761905,0.9098039215686274,CNN-2D
0.6895522388059702,0.9058823529411765,CNN-2D
0.6916167664670658,0.9058823529411765,CNN-2D
0.6936936936936937,0.9058823529411765,CNN-2D
0.6957831325301205,0.9058823529411765,CNN-2D
0.6978851963746223,0.9058823529411765,CNN-2D
0.7,0.9058823529411765,CNN-2D
0.7021276595744681,0.9058823529411765,CNN-2D
0.7042682926829268,0.9058823529411765,CNN-2D
0.7064220183486238,0.9058823529411765,CNN-2D
0.7085889570552147,0.9058823529411765,CNN-2D
0.7107692307692308,0.9058823529411765,CNN-2D
0.7098765432098766,0.9019607843137255,CNN-2D
0.7089783281733746,0.8980392156862745,CNN-2D
0.7111801242236024,0.8980392156862745,CNN-2D
0.7133956386292835,0.8980392156862745,CNN-2D
0.715625,0.8980392156862745,CNN-2D
0.7178683385579937,0.8980392156862745,CNN-2D
0.720125786163522,0.8980392156862745,CNN-2D
0.722397476340694,0.8980392156862745,CNN-2D
0.7246835443037974,0.8980392156862745,CNN-2D
0.726984126984127,0.8980392156862745,CNN-2D
0.7292993630573248,0.8980392156862745,CNN-2D
0.731629392971246,0.8980392156862745,CNN-2D
0.7339743589743589,0.8980392156862745,CNN-2D
0.7363344051446945,0.8980392156862745,CNN-2D
0.7387096774193549,0.8980392156862745,CNN-2D
0.7411003236245954,0.8980392156862745,CNN-2D
0.7435064935064936,0.8980392156862745,CNN-2D
0.745928338762215,0.8980392156862745,CNN-2D
0.7483660130718954,0.8980392156862745,CNN-2D
0.7508196721311475,0.8980392156862745,CNN-2D
0.75,0.8941176470588236,CNN-2D
0.7524752475247525,0.8941176470588236,CNN-2D
0.7549668874172185,0.8941176470588236,CNN-2D
0.7574750830564784,0.8941176470588236,CNN-2D
0.76,0.8941176470588236,CNN-2D
0.7625418060200669,0.8941176470588236,CNN-2D
0.7651006711409396,0.8941176470588236,CNN-2D
0.7676767676767676,0.8941176470588236,CNN-2D
0.7702702702702703,0.8941176470588236,CNN-2D
0.7728813559322034,0.8941176470588236,CNN-2D
0.7755102040816326,0.8941176470588236,CNN-2D
0.7747440273037542,0.8901960784313725,CNN-2D
0.773972602739726,0.8862745098039215,CNN-2D
0.7766323024054983,0.8862745098039215,CNN-2D
0.7793103448275862,0.8862745098039215,CNN-2D
0.7785467128027682,0.8823529411764706,CNN-2D
0.7777777777777778,0.8784313725490196,CNN-2D
0.7770034843205574,0.8745098039215686,CNN-2D
0.7797202797202797,0.8745098039215686,CNN-2D
0.7824561403508772,0.8745098039215686,CNN-2D
0.7852112676056338,0.8745098039215686,CNN-2D
0.784452296819788,0.8705882352941177,CNN-2D
0.7872340425531915,0.8705882352941177,CNN-2D
0.7900355871886121,0.8705882352941177,CNN-2D
0.7928571428571428,0.8705882352941177,CNN-2D
0.7921146953405018,0.8666666666666667,CNN-2D
0.7949640287769785,0.8666666666666667,CNN-2D
0.7978339350180506,0.8666666666666667,CNN-2D
0.7971014492753623,0.8627450980392157,CNN-2D
0.8,0.8627450980392157,CNN-2D
0.7992700729927007,0.8588235294117647,CNN-2D
0.7985347985347986,0.8549019607843137,CNN-2D
0.7977941176470589,0.8509803921568627,CNN-2D
0.8007380073800738,0.8509803921568627,CNN-2D
0.8,0.8470588235294118,CNN-2D
0.8029739776951673,0.8470588235294118,CNN-2D
0.8022388059701493,0.8431372549019608,CNN-2D
0.8014981273408239,0.8392156862745098,CNN-2D
0.8045112781954887,0.8392156862745098,CNN-2D
0.8075471698113208,0.8392156862745098,CNN-2D
0.8068181818181818,0.8352941176470589,CNN-2D
0.8060836501901141,0.8313725490196079,CNN-2D
0.8091603053435115,0.8313725490196079,CNN-2D
0.8122605363984674,0.8313725490196079,CNN-2D
0.8153846153846154,0.8313725490196079,CNN-2D
0.8185328185328186,0.8313725490196079,CNN-2D
0.8217054263565892,0.8313725490196079,CNN-2D
0.8210116731517509,0.8274509803921568,CNN-2D
0.8203125,0.8235294117647058,CNN-2D
0.8196078431372549,0.8196078431372549,CNN-2D
0.8188976377952756,0.8156862745098039,CNN-2D
0.8181818181818182,0.8117647058823529,CNN-2D
0.8214285714285714,0.8117647058823529,CNN-2D
0.8247011952191236,0.8117647058823529,CNN-2D
0.828,0.8117647058823529,CNN-2D
0.8273092369477911,0.807843137254902,CNN-2D
0.8306451612903226,0.807843137254902,CNN-2D
0.8299595141700404,0.803921568627451,CNN-2D
0.8333333333333334,0.803921568627451,CNN-2D
0.8367346938775511,0.803921568627451,CNN-2D
0.8401639344262295,0.803921568627451,CNN-2D
0.8395061728395061,0.8,CNN-2D
0.8388429752066116,0.796078431372549,CNN-2D
0.8423236514522822,0.796078431372549,CNN-2D
0.8458333333333333,0.796078431372549,CNN-2D
0.8451882845188284,0.792156862745098,CNN-2D
0.8487394957983193,0.792156862745098,CNN-2D
0.8481012658227848,0.788235294117647,CNN-2D
0.847457627118644,0.7843137254901961,CNN-2D
0.851063829787234,0.7843137254901961,CNN-2D
0.8504273504273504,0.7803921568627451,CNN-2D
0.8497854077253219,0.7764705882352941,CNN-2D
0.853448275862069,0.7764705882352941,CNN-2D
0.8528138528138528,0.7725490196078432,CNN-2D
0.8521739130434782,0.7686274509803922,CNN-2D
0.851528384279476,0.7647058823529411,CNN-2D
0.8552631578947368,0.7647058823529411,CNN-2D
0.8590308370044053,0.7647058823529411,CNN-2D
0.8584070796460177,0.7607843137254902,CNN-2D
0.8577777777777778,0.7568627450980392,CNN-2D
0.8571428571428571,0.7529411764705882,CNN-2D
0.8565022421524664,0.7490196078431373,CNN-2D
0.8558558558558559,0.7450980392156863,CNN-2D
0.8552036199095022,0.7411764705882353,CNN-2D
0.8545454545454545,0.7372549019607844,CNN-2D
0.8584474885844748,0.7372549019607844,CNN-2D
0.8577981651376146,0.7333333333333333,CNN-2D
0.8571428571428571,0.7294117647058823,CNN-2D
0.8564814814814815,0.7254901960784313,CNN-2D
0.8558139534883721,0.7215686274509804,CNN-2D
0.8551401869158879,0.7176470588235294,CNN-2D
0.8544600938967136,0.7137254901960784,CNN-2D
0.8537735849056604,0.7098039215686275,CNN-2D
0.8578199052132701,0.7098039215686275,CNN-2D
0.861904761904762,0.7098039215686275,CNN-2D
0.8660287081339713,0.7098039215686275,CNN-2D
0.8653846153846154,0.7058823529411765,CNN-2D
0.8695652173913043,0.7058823529411765,CNN-2D
0.8689320388349514,0.7019607843137254,CNN-2D
0.8731707317073171,0.7019607843137254,CNN-2D
0.8774509803921569,0.7019607843137254,CNN-2D
0.8768472906403941,0.6980392156862745,CNN-2D
0.8762376237623762,0.6941176470588235,CNN-2D
0.8756218905472637,0.6901960784313725,CNN-2D
0.875,0.6862745098039216,CNN-2D
0.8743718592964824,0.6823529411764706,CNN-2D
0.8737373737373737,0.6784313725490196,CNN-2D
0.8730964467005076,0.6745098039215687,CNN-2D
0.8724489795918368,0.6705882352941176,CNN-2D
0.8717948717948718,0.6666666666666666,CNN-2D
0.8711340206185567,0.6627450980392157,CNN-2D
0.8704663212435233,0.6588235294117647,CNN-2D
0.8697916666666666,0.6549019607843137,CNN-2D
0.8691099476439791,0.6509803921568628,CNN-2D
0.8736842105263158,0.6509803921568628,CNN-2D
0.873015873015873,0.6470588235294118,CNN-2D
0.8723404255319149,0.6431372549019608,CNN-2D
0.8716577540106952,0.6392156862745098,CNN-2D
0.8763440860215054,0.6392156862745098,CNN-2D
0.8756756756756757,0.6352941176470588,CNN-2D
0.875,0.6313725490196078,CNN-2D
0.8797814207650273,0.6313725490196078,CNN-2D
0.8791208791208791,0.6274509803921569,CNN-2D
0.8784530386740331,0.6235294117647059,CNN-2D
0.8777777777777778,0.6196078431372549,CNN-2D
0.88268156424581,0.6196078431372549,CNN-2D
0.8820224719101124,0.615686274509804,CNN-2D
0.8813559322033898,0.611764705882353,CNN-2D
0.8806818181818182,0.6078431372549019,CNN-2D
0.88,0.6039215686274509,CNN-2D
0.8793103448275862,0.6,CNN-2D
0.8786127167630058,0.596078431372549,CNN-2D
0.877906976744186,0.592156862745098,CNN-2D
0.8771929824561403,0.5882352941176471,CNN-2D
0.8764705882352941,0.5843137254901961,CNN-2D
0.8816568047337278,0.5843137254901961,CNN-2D
0.8809523809523809,0.5803921568627451,CNN-2D
0.8802395209580839,0.5764705882352941,CNN-2D
0.8795180722891566,0.5725490196078431,CNN-2D
0.8787878787878788,0.5686274509803921,CNN-2D
0.8780487804878049,0.5647058823529412,CNN-2D
0.8773006134969326,0.5607843137254902,CNN-2D
0.8765432098765432,0.5568627450980392,CNN-2D
0.8757763975155279,0.5529411764705883,CNN-2D
0.875,0.5490196078431373,CNN-2D
0.8742138364779874,0.5450980392156862,CNN-2D
0.879746835443038,0.5450980392156862,CNN-2D
0.8789808917197452,0.5411764705882353,CNN-2D
0.8782051282051282,0.5372549019607843,CNN-2D
0.8838709677419355,0.5372549019607843,CNN-2D
0.8896103896103896,0.5372549019607843,CNN-2D
0.8888888888888888,0.5333333333333333,CNN-2D
0.8881578947368421,0.5294117647058824,CNN-2D
0.8874172185430463,0.5254901960784314,CNN-2D
0.8866666666666667,0.5215686274509804,CNN-2D
0.8859060402684564,0.5176470588235295,CNN-2D
