pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,play_ids
FF,2021-05-05,96.2,-0.99,5.56,"Buehler, Walker",545350,621111,,swinging_strike,,,,,8,"Jake Marisnick grounds out, second baseman Gavin Lux to first baseman Max Muncy.   Matt Duffy to 3rd.",R,R,R,CHC,LAD,S,,,3,0,2021,-0.22,1.7,-0.07,2.07,,622110.0,,0,3,Bot,,,,,669257,,,2.9748564268990125,-139.9184922010289,-7.557206157790812,-3.5543843388812286,33.43979179371052,-8.349185552661625,3.55,1.63,,,,96.6,2687.0,6.7,634230,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.8,,,,,,,,18,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,203.0,0.0,-0.102,0e99bf98-ca54-4973-82a9-dc1f1e157738
FF,2021-05-05,95.8,-0.8,5.73,"Buehler, Walker",545350,621111,,ball,,,,,14,"Jake Marisnick grounds out, second baseman Gavin Lux to first baseman Max Muncy.   Matt Duffy to 3rd.",R,R,R,CHC,LAD,B,,,2,0,2021,0.05,1.67,2.13,1.67,,622110.0,,0,3,Bot,,,,,669257,,,7.67883920417183,-139.09781519307757,-8.912832494431738,-1.0910147065809708,31.93901678075424,-8.64508940185373,3.46,1.61,,,,96.3,2730.0,6.8,634230,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.73,,,,,,,,18,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,196.0,0.0,0.158,4bed17cf-8821-4866-9b86-049ff1fef76a
FC,2021-05-05,90.4,-1.21,5.46,"Buehler, Walker",545350,621111,,ball,,,,,14,"Jake Marisnick grounds out, second baseman Gavin Lux to first baseman Max Muncy.   Matt Duffy to 3rd.",R,R,R,CHC,LAD,B,,,1,0,2021,0.84,0.51,1.32,1.15,,622110.0,,0,3,Bot,,,,,669257,,,4.541690049260557,-131.5867314652868,-5.954210126689898,8.934784143953515,26.474262798293232,-25.25169132427449,3.48,1.61,,,,91.2,2719.0,6.7,634230,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.84,,,,,,,,18,2,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard,152.0,0.0,0.073,ad936b98-e7f7-4b4f-bc64-aa96d18e691e
SL,2021-05-05,85.3,-1.07,5.57,"Buehler, Walker",545350,621111,,ball,,,,,13,"Jake Marisnick grounds out, second baseman Gavin Lux to first baseman Max Muncy.   Matt Duffy to 3rd.",R,R,R,CHC,LAD,B,,,0,0,2021,1.1,0.1,-0.42,1.1,,622110.0,,0,3,Bot,,,,,669257,,,-0.6769449824187436,-124.32044353005644,-4.532754590176649,11.566300006945989,22.837385441084574,-30.49167410553341,3.53,1.63,,,,86.4,2824.0,6.7,634230,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.76,,,,,,,,18,1,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,79.0,0.0,0.055,1a988f16-4b20-4da7-a2de-4457e56c2454
KC,2021-04-27,79.9,-0.65,5.9,"Buehler, Walker",553993,621111,strikeout,called_strike,,,,,3,Eugenio Suarez called out on strikes.,R,R,R,LAD,CIN,S,2.0,,1,2,2021,0.77,-1.28,0.28,3.56,,,571657.0,0,7,Top,,,,,669257,,,0.5974110491101849,-116.20164174300452,4.024633010278166,6.812681323917016,22.930587264218463,-44.71990939535754,3.58,1.67,,,,80.0,3004.0,6.5,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,54.02,,,0.0,1.0,0.0,0.0,,57,4,Knuckle Curve,5,4,4,5,4,5,4,5,Infield shift,Standard,22.0,0.065,-0.268,4051460c-902c-4da8-aa19-f3667c2459ea
FF,2021-04-27,94.5,-0.77,5.86,"Buehler, Walker",553993,621111,,swinging_strike,,,,,12,Eugenio Suarez called out on strikes.,R,R,R,LAD,CIN,S,,,1,1,2021,-0.01,1.56,0.19,3.45,,,571657.0,0,7,Top,,,,,669257,,,2.552513695988924,-137.59289444357373,-4.127225965243142,-0.6473884469791508,29.24647724437008,-11.601719922885476,3.32,1.51,,,,95.3,2511.0,6.6,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.9,,,,,,,,57,3,4-Seam Fastball,5,4,4,5,4,5,4,5,Infield shift,Standard,196.0,0.0,-0.099,b421bf2f-eee4-4f41-bf69-5a5c229de026
KC,2021-04-27,79.8,-0.81,5.92,"Buehler, Walker",553993,621111,,blocked_ball,,,,,14,Eugenio Suarez called out on strikes.,R,R,R,LAD,CIN,B,,,0,1,2021,0.82,-1.39,0.47,0.56,,,571657.0,0,7,Top,,,,,669257,,,1.2711869267314155,-116.16433290696354,-2.3413440269719112,7.024295601954962,25.39340533522676,-44.310984825741336,3.53,1.5,,,,79.5,2931.0,6.5,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,54.04,,,,,,,,57,2,Knuckle Curve,5,4,4,5,4,5,4,5,Infield shift,Standard,24.0,0.0,0.042,b0dc0c6a-df87-4502-a988-53c1fcee72e7
SI,2021-04-27,94.8,-1.26,5.43,"Buehler, Walker",553993,621111,,called_strike,,,,,6,Eugenio Suarez called out on strikes.,R,R,R,LAD,CIN,S,,,0,0,2021,-1.1,1.37,0.58,2.45,,,571657.0,0,7,Top,,,,,669257,,,7.304582655746274,-137.81955356378754,-5.17515428768918,-15.633356891129049,32.42893215621832,-13.76365956484802,3.58,1.61,,,,94.9,2532.0,6.6,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.94,,,,,,,,57,1,Sinker,5,4,4,5,4,5,4,5,Infield shift,Standard,208.0,0.0,-0.058,adf791b8-cb81-43a9-bdc1-e7bdb10b8dba
KC,2021-04-27,81.4,-0.67,5.89,"Buehler, Walker",571657,621111,single,hit_into_play,,,,,9,Kyle Farmer singles on a sharp line drive to left fielder Matt Beaty.   Tucker Barnhart scores.,R,R,R,LAD,CIN,X,7.0,line_drive,0,2,2021,1.07,-1.46,0.68,1.76,,571466.0,,0,7,Top,95.83,71.52,,,669257,,,0.9762304023398352,-118.48304804371354,0.2806766829584435,9.754731865685212,26.74343118646618,-46.08222125578136,3.37,1.53,175.0,103.1,10.0,81.1,3194.0,6.5,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,54.01,0.811,0.785,0.9,1.0,1.0,0.0,4.0,56,5,Knuckle Curve,5,3,3,5,4,5,4,5,Infield shift,Standard,22.0,-0.109,0.824,9554dd44-7bbc-40e4-ac05-5173efbe2f28
FF,2021-04-27,95.8,-0.71,6.04,"Buehler, Walker",571657,621111,,foul,,,,,12,Kyle Farmer singles on a sharp line drive to left fielder Matt Beaty.   Tucker Barnhart scores.,R,R,R,LAD,CIN,S,,,0,2,2021,-0.32,1.77,0.66,4.05,,571466.0,,0,7,Top,,,,,669257,,,4.38259050105743,-139.44051387083925,-3.6504516357294743,-5.255732853200456,32.961860436526706,-8.49563411693522,3.37,1.53,269.0,79.5,39.0,95.9,2604.0,6.5,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,54.05,,,,,,,,56,4,4-Seam Fastball,5,3,3,5,3,5,3,5,Infield shift,Standard,184.0,0.0,0.0,9a1ffce4-7d86-42f9-a926-78d46450394c
KC,2021-04-27,80.1,-0.58,5.93,"Buehler, Walker",571657,621111,,foul,,,,,8,Kyle Farmer singles on a sharp line drive to left fielder Matt Beaty.   Tucker Barnhart scores.,R,R,R,LAD,CIN,S,,,0,2,2021,0.88,-1.6,-0.09,1.88,,571466.0,,0,7,Top,,,,,669257,,,-0.5848696556494741,-116.39343097961718,1.0137114785761894,7.934550675195815,28.054779703106743,-46.893502506263786,3.37,1.53,,,,79.3,2831.0,6.5,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,54.0,,,,,,,,56,3,Knuckle Curve,5,3,3,5,3,5,3,5,Infield shift,Standard,32.0,0.0,0.0,c7e26624-2e52-49a4-91a7-de8c83ae5ed7
FF,2021-04-27,96.3,-0.81,5.81,"Buehler, Walker",571657,621111,,called_strike,,,,,9,Kyle Farmer singles on a sharp line drive to left fielder Matt Beaty.   Tucker Barnhart scores.,R,R,R,LAD,CIN,S,,,0,1,2021,-0.53,1.52,0.71,1.78,,571466.0,,0,7,Top,,,,,669257,,,5.284894557985636,-139.87632789240106,-8.522248159070402,-8.24298482546042,35.42645346325579,-10.48543110077994,3.41,1.53,,,,96.2,2603.0,6.6,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.89,,,,,,,,56,2,4-Seam Fastball,5,3,3,5,3,5,3,5,Infield shift,Standard,200.0,0.0,-0.083,c72b7875-6244-4651-a0d6-48c457129ea3
KC,2021-04-27,80.1,-0.96,5.97,"Buehler, Walker",571657,621111,,called_strike,,,,,1,Kyle Farmer singles on a sharp line drive to left fielder Matt Beaty.   Tucker Barnhart scores.,R,R,R,LAD,CIN,S,,,0,0,2021,1.11,-1.43,-0.42,3.25,,571466.0,,0,7,Top,,,,,669257,,,-0.9126851430166322,-116.40632352901008,3.563959611049136,10.155810378874182,26.43285832899029,-46.02142260295797,3.43,1.58,,,,79.4,3035.0,6.4,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,54.14,,,,,,,,56,1,Knuckle Curve,5,3,3,5,3,5,3,5,Infield shift,Standard,30.0,0.0,-0.053,d6cf1e6e-2dcb-4526-8640-f9576e4b950d
FF,2021-04-27,95.9,-1.01,5.61,"Buehler, Walker",607468,621111,strikeout,called_strike,,,,,9,Alex Blandino called out on strikes.,R,R,R,LAD,CIN,S,2.0,,3,2,2021,-0.7,1.65,0.58,1.81,,,571980.0,2,6,Top,,,,,669257,,,5.8335487560870085,-139.3958060070888,-8.175375996677994,-10.46313323939868,32.6285018174212,-9.061539706736834,3.45,1.6,,,,96.2,2709.0,6.6,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.88,,,0.0,1.0,0.0,0.0,,46,6,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Strategic,201.0,0.035,-0.264,13354612-63f2-4fc1-817b-216641c7e79a
SI,2021-04-27,96.1,-1.01,5.7,"Buehler, Walker",607468,621111,,called_strike,,,,,6,Alex Blandino called out on strikes.,R,R,R,LAD,CIN,S,,,3,1,2021,-0.84,1.48,0.31,2.29,,,571980.0,2,6,Top,,,,,669257,,,5.444914815220057,-139.69786355480431,-6.799640997169887,-12.27342017320143,32.39501761773303,-11.48531497904849,3.52,1.61,,,,96.6,2627.0,6.7,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.83,,,,,,,,46,5,Sinker,3,3,3,3,3,3,3,3,Standard,Strategic,206.0,0.0,-0.069,f20f7e7a-980b-40ef-8ca0-ef8baf6c9a69
FF,2021-04-27,95.4,-0.8,5.86,"Buehler, Walker",607468,621111,,ball,,,,,11,Alex Blandino called out on strikes.,R,R,R,LAD,CIN,B,,,2,1,2021,-0.54,1.83,-0.4,4.08,,,571980.0,2,6,Top,,,,,669257,,,2.2915902339033103,-138.85709683763974,-3.133377480184807,-7.521302807090222,33.406330425552625,-8.136468504306418,3.49,1.64,,,,95.8,2594.0,6.7,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.85,,,,,,,,46,4,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Strategic,195.0,0.0,0.077,61dc0def-80fe-45d5-85b9-1eede4fb4f51
FF,2021-04-27,95.4,-1.03,5.74,"Buehler, Walker",607468,621111,,ball,,,,,12,Alex Blandino called out on strikes.,R,R,R,LAD,CIN,B,,,1,1,2021,-0.51,1.83,0.48,4.19,,,571980.0,2,6,Top,,,,,669257,,,5.130641298733837,-138.75340630538278,-2.544551724570622,-7.7655225671602786,32.98342430541626,-8.276978465689288,3.37,1.53,,,,95.6,2687.0,6.6,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.94,,,,,,,,46,3,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Strategic,197.0,0.0,0.04,a74604d3-1993-4781-af5f-a4c530c50966
FC,2021-04-27,90.2,-0.96,5.72,"Buehler, Walker",607468,621111,,called_strike,,,,,12,Alex Blandino called out on strikes.,R,R,R,LAD,CIN,S,,,1,0,2021,0.67,0.98,1.02,2.66,,,571980.0,2,6,Top,,,,,669257,,,3.5119801393311127,-131.43752079205538,-3.815895702913511,7.128789323403871,25.80949020054647,-20.16304255706833,3.45,1.61,,,,91.0,2814.0,6.5,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.97,,,,,,,,46,2,Cutter,3,3,3,3,3,3,3,3,Standard,Strategic,162.0,0.0,-0.048,8ae5c15f-2954-44fb-82b5-bff185a9b745
FF,2021-04-27,94.9,-1.07,5.66,"Buehler, Walker",607468,621111,,ball,,,,,11,Alex Blandino called out on strikes.,R,R,R,LAD,CIN,B,,,0,0,2021,-0.59,1.7,-0.11,3.87,,,571980.0,2,6,Top,,,,,669257,,,3.849006583948891,-138.05518641205572,-2.8232254195602007,-8.371726406755684,32.97438566754729,-10.102438925927371,3.52,1.58,,,,95.2,2673.0,6.7,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.85,,,,,,,,46,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Strategic,203.0,0.0,0.036,855906ac-6b89-473a-ba40-8e35456d9f39
KC,2021-04-27,81.3,-0.76,5.92,"Buehler, Walker",592206,621111,grounded_into_double_play,hit_into_play,,,,,9,"Nick Castellanos grounds into a double play, shortstop Corey Seager to second baseman Gavin Lux to first baseman Max Muncy.   Jesse Winker out at 2nd.    Nick Castellanos out at 1st.",R,R,R,LAD,CIN,X,6.0,ground_ball,1,1,2021,1.28,-1.13,0.58,2.16,,,608385.0,1,5,Top,110.56,156.86,,,669257,,,0.5322075604052479,-118.2615170294675,0.4469874838443055,11.78407908489294,26.23363100128792,-42.96672798015643,3.55,1.63,68.0,98.8,3.0,81.1,3118.0,6.5,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.98,0.486,0.449,0.0,1.0,0.0,0.0,4.0,38,3,Knuckle Curve,3,3,3,3,3,3,3,3,Infield shift,Standard,37.0,0.068,-0.38,03dd1b79-0dd5-4bb8-bb85-7cf8c42380ba
SI,2021-04-27,96.4,-0.91,5.71,"Buehler, Walker",592206,621111,,called_strike,,,,,14,"Nick Castellanos grounds into a double play, shortstop Corey Seager to second baseman Gavin Lux to first baseman Max Muncy.   Jesse Winker out at 2nd.    Nick Castellanos out at 1st.",R,R,R,LAD,CIN,S,,,1,0,2021,-0.93,1.47,0.37,1.48,,,608385.0,1,5,Top,,,,,669257,,,5.555058354769761,-140.09507615119168,-9.036988486921906,-13.577726521267772,32.65042934747481,-10.974624753909008,3.72,1.7,,,,96.8,2703.0,6.7,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.84,,,,,,,,38,2,Sinker,3,3,3,3,3,3,3,3,Infield shift,Standard,206.0,0.0,-0.052,4ccdf352-c840-4cb4-a3d0-9ad7295d16b4
FC,2021-04-27,91.5,-1.14,5.61,"Buehler, Walker",592206,621111,,ball,,,,,14,"Nick Castellanos grounds into a double play, shortstop Corey Seager to second baseman Gavin Lux to first baseman Max Muncy.   Jesse Winker out at 2nd.    Nick Castellanos out at 1st.",R,R,R,LAD,CIN,B,,,0,0,2021,0.52,0.87,1.5,2.25,,,608385.0,1,5,Top,,,,,669257,,,5.563331945118516,-133.14584442517506,-4.539827739152392,5.103400282930706,26.561808263096044,-21.060802590050944,3.7,1.74,,,,92.4,3048.0,6.7,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.8,,,,,,,,38,1,Cutter,3,3,3,3,3,3,3,3,Infield shift,Standard,184.0,0.0,0.048,a198e623-cbb2-4405-ab08-fca282bc21c3
KC,2021-04-27,81.5,-0.82,5.96,"Buehler, Walker",608385,621111,single,hit_into_play,,,,,9,Jesse Winker singles on a line drive to right fielder Mookie Betts.   Kyle Farmer scores.,R,L,R,LAD,CIN,X,9.0,line_drive,0,0,2021,1.28,-1.2,0.36,1.89,571657.0,,,1,5,Top,175.8,118.59,,,669257,,,0.1971120774951302,-118.5968337802686,-0.113772174713342,11.805110739054433,27.29093093870587,-43.52974612516623,3.49,1.6,187.0,89.2,15.0,81.4,3253.0,6.7,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.83,0.96,0.922,0.9,1.0,1.0,0.0,4.0,37,1,Knuckle Curve,3,2,2,3,3,3,3,3,Infield shift,Standard,30.0,-0.078,0.563,a9c76898-b76b-42c9-9e6d-bf2053a31509
FC,2021-04-27,92.6,-1.06,5.56,"Buehler, Walker",663886,621111,field_out,hit_into_play,,,,,14,"Tyler Stephenson grounds out, shortstop Corey Seager to first baseman Max Muncy.   Tucker Barnhart scores.    Kyle Farmer to 3rd.",R,R,R,LAD,CIN,X,6.0,ground_ball,1,2,2021,0.36,0.67,1.28,2.31,571466.0,571657.0,,0,5,Top,123.8,164.81,,,669257,,,5.219136481018513,-134.86378435916964,-4.010132882812832,3.4020540309454117,27.320651994807825,-23.330855111671557,3.18,1.5,5.0,69.4,-25.0,93.5,2980.0,6.6,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.86,0.049,0.044,0.0,1.0,0.0,0.0,2.0,36,4,Cutter,3,1,1,3,2,3,2,3,Standard,Strategic,163.0,0.003,-0.244,4a370b7d-94e6-40a7-a025-e259ca60e99a
KC,2021-04-27,80.5,-0.68,6.01,"Buehler, Walker",663886,621111,,ball,,,,,11,"Tyler Stephenson grounds out, shortstop Corey Seager to first baseman Max Muncy.   Tucker Barnhart scores.    Kyle Farmer to 3rd.",R,R,R,LAD,CIN,B,,,0,2,2021,0.68,-1.48,-0.67,3.56,571466.0,571657.0,,0,5,Top,,,,,669257,,,-1.275632146658832,-117.02094466970355,4.194226568114504,6.475769471229143,26.04849165271315,-46.761979521843415,3.27,1.52,,,,80.2,3182.0,6.5,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.98,,,,,,,,36,3,Knuckle Curve,3,1,1,3,1,3,1,3,Standard,Strategic,31.0,0.0,0.041,3f7ef895-0142-4ddf-8483-a425967bae22
KC,2021-04-27,81.8,-0.66,5.9,"Buehler, Walker",663886,621111,,swinging_strike,,,,,7,"Tyler Stephenson grounds out, shortstop Corey Seager to first baseman Max Muncy.   Tucker Barnhart scores.    Kyle Farmer to 3rd.",R,R,R,LAD,CIN,S,,,0,1,2021,0.5,-1.61,-0.53,1.97,571466.0,571657.0,,0,5,Top,,,,,669257,,,-0.6810546436113923,-118.9984979821476,0.9300548558462638,4.850160949404792,26.88102281655035,-47.7159802824873,3.18,1.5,,,,81.2,3246.0,6.3,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,54.18,,,,,,,,36,2,Knuckle Curve,3,1,1,3,1,3,1,3,Standard,Standard,30.0,0.0,-0.142,2b1b043c-f9bc-4047-a813-9607ceb46c21
FC,2021-04-27,93.1,-0.91,5.72,"Buehler, Walker",663886,621111,,called_strike,,,,,14,"Tyler Stephenson grounds out, shortstop Corey Seager to first baseman Max Muncy.   Tucker Barnhart scores.    Kyle Farmer to 3rd.",R,R,R,LAD,CIN,S,,,0,0,2021,0.68,0.81,0.96,1.88,571466.0,571657.0,,0,5,Top,,,,,669257,,,3.32801591036691,-135.6051517839808,-5.931879303480675,7.734541536289961,27.69204214495005,-21.067356954332965,3.33,1.61,,,,93.8,2805.0,6.5,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.99,,,,,,,,36,1,Cutter,3,1,1,3,1,3,1,3,Standard,Standard,156.0,0.0,-0.079,b35759a8-e939-4e7d-8af2-6c30be1ff3ef
FF,2021-04-27,95.0,-1.04,5.72,"Buehler, Walker",571657,621111,double,hit_into_play,,,,,5,Kyle Farmer doubles (2) on a sharp fly ball to center fielder Chris Taylor.   Tucker Barnhart to 3rd.,R,R,R,LAD,CIN,X,8.0,fly_ball,2,1,2021,-0.45,1.57,0.2,2.6,,,571466.0,0,5,Top,157.87,51.83,,,669257,,,4.294928710266425,-138.25290523166242,-6.076951638728034,-6.753835546234205,30.26269614565329,-10.905479936969964,3.37,1.53,371.0,102.6,24.0,95.6,2632.0,6.6,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.89,0.789,1.385,1.25,1.0,1.0,1.0,6.0,35,4,4-Seam Fastball,3,1,1,3,1,3,1,3,Infield shift,Standard,204.0,-0.14,1.084,bd7bb7dc-aab5-475b-af95-7ee4d24c61fb
KC,2021-04-27,79.2,-0.74,5.9,"Buehler, Walker",571657,621111,,ball,,,,,11,Kyle Farmer doubles (2) on a sharp fly ball to center fielder Chris Taylor.   Tucker Barnhart to 3rd.,R,R,R,LAD,CIN,B,,,1,1,2021,0.81,-1.3,-0.79,4.33,,,571466.0,0,5,Top,,,,,669257,,,-1.6215912374263353,-115.12166783320282,5.852960877487412,7.490878824108139,22.797945651242426,-45.05677766161217,3.37,1.53,,,,79.1,2874.0,6.4,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,54.05,,,,,,,,35,3,Knuckle Curve,3,1,1,3,1,3,1,3,Infield shift,Standard,26.0,0.0,0.075,74d6a576-5295-4405-a74d-5b5b379b75a3
FF,2021-04-27,96.2,-0.97,5.71,"Buehler, Walker",571657,621111,,foul,,,,,5,Kyle Farmer doubles (2) on a sharp fly ball to center fielder Chris Taylor.   Tucker Barnhart to 3rd.,R,R,R,LAD,CIN,S,,,1,0,2021,-0.38,1.63,0.17,2.65,,,571466.0,0,5,Top,,,,,669257,,,3.9035021765778,-139.92382148334224,-6.20980426349609,-5.922984926816659,34.21312266679996,-9.552496923899568,3.37,1.53,251.0,78.1,32.0,96.4,2740.0,6.6,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.91,,,,,,,,35,2,4-Seam Fastball,3,1,1,3,1,3,1,3,Infield shift,Standard,201.0,0.0,-0.073,9cfcbdd0-41ee-4035-9f1d-7c13609318ad
FF,2021-04-27,95.1,-0.84,5.87,"Buehler, Walker",571657,621111,,ball,,,,,12,Kyle Farmer doubles (2) on a sharp fly ball to center fielder Chris Taylor.   Tucker Barnhart to 3rd.,R,R,R,LAD,CIN,B,,,0,0,2021,-0.23,1.64,0.86,3.42,,,571466.0,0,5,Top,,,,,669257,,,4.987483655255853,-138.34440640572572,-4.439374222305912,-4.083081952337321,33.1091245632368,-10.34665800663031,3.54,1.53,,,,95.3,2679.0,6.6,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.91,,,,,,,,35,1,4-Seam Fastball,3,1,1,3,1,3,1,3,Infield shift,Standard,198.0,0.0,0.057,b59e169e-584d-4d96-a69a-b942fdb3a3dd
FC,2021-04-27,92.6,-1.02,5.51,"Buehler, Walker",607468,621111,strikeout,swinging_strike,,,,,14,Alex Blandino strikes out swinging.,R,R,R,LAD,CIN,S,2.0,,3,2,2021,0.64,0.91,1.31,1.17,592206.0,458015.0,,2,4,Top,,,,,669257,,,4.596016391807146,-134.76262578903268,-7.375938637760096,6.962852163041256,26.68317789298641,-19.68790771754914,3.37,1.53,,,,93.6,2999.0,6.7,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.82,,,0.0,1.0,0.0,0.0,,26,7,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,188.0,0.059,-0.472,26d6a73d-4664-42a0-ab92-2eacd939395d
FF,2021-04-27,96.7,-0.82,5.76,"Buehler, Walker",607468,621111,,ball,,,,,13,Alex Blandino strikes out swinging.,R,R,R,LAD,CIN,B,,,2,2,2021,-0.47,1.64,-0.37,1.35,592206.0,458015.0,,2,4,Top,,,,,669257,,,2.2805617198671264,-140.50729551281003,-9.915035648635133,-6.685504871070341,35.00792907941332,-8.357022275238716,3.53,1.68,,,,96.8,2643.0,6.6,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.86,,,,,,,,26,6,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Strategic,196.0,0.0,0.045,5336a137-fb6d-48c0-b669-390fed80fb43
KC,2021-04-27,80.2,-0.75,5.92,"Buehler, Walker",607468,621111,,foul,,,,,2,Alex Blandino strikes out swinging.,R,R,R,LAD,CIN,S,,,2,2,2021,1.21,-1.3,-0.21,3.24,592206.0,458015.0,,2,4,Top,,,,,669257,,,-1.1031288191186042,-116.65432393599492,3.347049827354545,11.187833551273515,24.912949706826478,-44.911018193257256,3.37,1.53,112.0,69.4,11.0,80.0,3091.0,6.5,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,54.04,,,,,,,,26,5,Knuckle Curve,0,1,1,0,1,0,1,0,Standard,Strategic,29.0,0.0,0.0,ffb85bff-cbb8-4b4e-907d-6dd751359399
FC,2021-04-27,92.2,-1.05,5.67,"Buehler, Walker",607468,621111,,called_strike,,,,,11,Alex Blandino strikes out swinging.,R,R,R,LAD,CIN,S,,,2,1,2021,0.2,0.53,-0.05,3.58,592206.0,458015.0,,2,4,Top,,,,,669257,,,2.109303838896987,-134.3906974590459,-0.7034743690280081,2.0293053478365226,27.193240721405594,-25.72725369377414,3.43,1.64,,,,93.2,2882.0,6.6,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,53.88,,,,,,,,26,4,Cutter,0,1,1,0,1,0,1,0,Standard,Strategic,136.0,0.0,-0.141,9b5f9d9e-6caa-4784-ad0c-d4f960aeaa1e
FF,2021-04-27,95.3,-0.7,5.85,"Buehler, Walker",607468,621111,,ball,,,,,11,Alex Blandino strikes out swinging.,R,R,R,LAD,CIN,B,,,1,1,2021,-0.1,1.56,-0.26,4.99,592206.0,458015.0,,2,4,Top,,,,,669257,,,1.3730674124496585,-138.85287297754374,-0.1450901978995647,-1.6093602808281666,30.44509221769253,-12.14295298099155,3.42,1.63,,,,95.9,2607.0,6.5,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,54.0,,,,,,,,26,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Strategic,192.0,0.0,0.039,beb450dd-46b7-47b8-9c31-bc139928243d
KC,2021-04-27,80.3,-0.69,5.92,"Buehler, Walker",607468,621111,,ball,,,,,11,Alex Blandino strikes out swinging.,R,R,R,LAD,CIN,B,,,0,1,2021,0.99,-1.31,-0.47,3.61,592206.0,458015.0,,2,4,Top,,,,,669257,,,-1.385412057494536,-116.72423412732246,4.153724460397759,9.236117312498342,24.202703859748382,-45.19098598462183,3.37,1.56,,,,80.1,3071.0,6.5,634379,621111,669257,571970,666158,457759,608369,607461,621035,605141,54.03,,,,,,,,26,2,Knuckle Curve,0,1,1,0,1,0,1,0,Standard,Strategic,26.0,0.0,0.074,af58eb2b-2802-4caf-a00a-a8e9959a5e37
