pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,play_ids
CH,2021-09-05,92.0,-1.2,5.67,"Buehler, Walker",621453,621111,,ball,,,,,11,Steven Duggar triples (3) on a ground ball to right fielder Mookie Betts.   Brandon Crawford scores.    Mike Yastrzemski scores.,R,L,R,SF,LAD,B,,,0,1,2021,-1.37,0.45,-0.96,2.91,543063.0,573262.0,,1,2,Bot,,,,,669257,,,3.588434977960934,-134.0669341594065,-2.195761798394101,-17.35355478303455,27.52252749536828,-26.447491388941557,3.35,1.65,,,,92.1,1513.0,6.1,632599,621111,669257,571970,607208,457759,608369,621035,641355,605141,54.36,,,,,,,,17,2,Changeup,1,1,1,1,1,1,1,1,,,232.0,0.0,0.06,9a178039-98de-4021-80db-ade84d50d660
FC,2021-09-05,93.0,-1.07,5.65,"Buehler, Walker",621453,621111,,called_strike,,,,,12,Steven Duggar triples (3) on a ground ball to right fielder Mookie Betts.   Brandon Crawford scores.    Mike Yastrzemski scores.,R,L,R,SF,LAD,S,,,0,0,2021,0.28,1.01,0.19,3.54,543063.0,573262.0,,1,2,Bot,,,,,669257,,,2.6155073765985977,-135.57103762289358,-1.9268959987487155,2.9523674504849566,26.130194545461865,-19.432448999935158,3.35,1.68,,,,93.6,2563.0,6.3,632599,621111,669257,571970,607208,457759,608369,621035,641355,605141,54.24,,,,,,,,17,1,Cutter,1,1,1,1,1,1,1,1,,,174.0,0.0,-0.113,123be493-e342-4de8-8e79-06791b355d5a
SL,2021-09-05,84.2,-1.03,5.7,"Buehler, Walker",592200,621111,field_out,hit_into_play,,,,,5,Curt Casali flies out to center fielder Cody Bellinger.,R,R,R,SF,LAD,X,8.0,fly_ball,0,0,2021,1.51,-0.07,0.11,2.21,543063.0,573262.0,,0,2,Bot,127.34,94.0,,,669257,,,-0.3486859399620298,-122.72947793385016,-1.6392767535843895,15.365360967009671,23.222841124719032,-32.82764300697953,3.47,1.59,263.0,90.4,51.0,84.5,2663.0,6.3,632599,621111,669257,571970,607208,457759,608369,621035,641355,605141,54.17,0.011,0.014,0.0,1.0,0.0,0.0,3.0,16,1,Slider,1,1,1,1,1,1,1,1,,,64.0,-0.055,-0.478,c5ad2907-0e40-4ad5-8661-a9a0bbf6b73a
KC,2021-09-05,79.0,-0.74,6.0,"Buehler, Walker",573262,621111,double,hit_into_play,,,,,1,Mike Yastrzemski doubles (25) on a fly ball to center fielder Cody Bellinger.   Brandon Crawford to 3rd.,R,L,R,SF,LAD,X,8.0,fly_ball,1,2,2021,0.93,-1.13,-0.57,3.05,,,543063.0,0,2,Bot,109.19,44.16,,,669257,,,-1.353864599451133,-115.09472132848812,2.475978116127859,8.53724017185917,21.11049588659897,-42.9376181498687,3.3,1.5,388.0,98.3,28.0,79.0,2441.0,6.2,632599,621111,669257,571970,607208,457759,608369,621035,641355,605141,54.27,0.403,0.649,1.25,1.0,1.0,1.0,6.0,15,4,Knuckle Curve,1,1,1,1,1,1,1,1,,,34.0,0.109,1.259,171aafd7-f817-4ea1-a9b5-92091c5ac786
FF,2021-09-05,94.4,-0.96,5.88,"Buehler, Walker",573262,621111,,called_strike,,,,,6,Mike Yastrzemski doubles (25) on a fly ball to center fielder Cody Bellinger.   Brandon Crawford to 3rd.,R,L,R,SF,LAD,S,,,1,1,2021,-0.3,1.32,0.45,2.5,,,543063.0,0,2,Bot,,,,,669257,,,4.326571990191039,-137.38889309580335,-6.051503780339974,-4.795987333457742,31.464982861684067,-14.267249867916394,3.39,1.73,,,,94.4,2274.0,6.4,632599,621111,669257,571970,607208,457759,608369,621035,641355,605141,54.14,,,,,,,,15,3,4-Seam Fastball,1,1,1,1,1,1,1,1,,,198.0,0.0,-0.099,afa3a1eb-0b20-47f6-9285-6aa0882bdd7c
FC,2021-09-05,92.9,-1.1,5.7,"Buehler, Walker",573262,621111,,foul,,,,,6,Mike Yastrzemski doubles (25) on a fly ball to center fielder Cody Bellinger.   Brandon Crawford to 3rd.,R,L,R,SF,LAD,S,,,1,0,2021,0.06,1.0,0.36,2.18,,,543063.0,0,2,Bot,,,,,669257,,,3.611608138775929,-135.35145113196307,-5.542282742708382,0.0640285302745802,23.637805139647643,-18.91641506613973,3.3,1.5,122.0,68.8,72.0,93.7,2465.0,6.3,632599,621111,669257,571970,607208,457759,608369,621035,641355,605141,54.24,,,,,,,,15,2,Cutter,1,1,1,1,1,1,1,1,,,185.0,0.0,-0.073,4300e511-6e35-43fc-b84e-398d611e74bf
FC,2021-09-05,91.2,-1.21,5.81,"Buehler, Walker",573262,621111,,ball,,,,,14,Mike Yastrzemski doubles (25) on a fly ball to center fielder Cody Bellinger.   Brandon Crawford to 3rd.,R,L,R,SF,LAD,B,,,0,0,2021,0.68,0.67,1.16,2.36,,,543063.0,0,2,Bot,,,,,669257,,,4.504234796432804,-133.0281088725303,-4.40296918276042,7.508806480033839,21.20077742352261,-23.47206093493828,3.45,1.7,,,,92.3,2460.0,6.3,632599,621111,669257,571970,607208,457759,608369,621035,641355,605141,54.22,,,,,,,,15,1,Cutter,1,1,1,1,1,1,1,1,,,171.0,0.0,0.057,838667f0-80de-4446-893e-1cb9da353f3f
FF,2021-08-31,94.4,-0.81,5.73,"Buehler, Walker",621020,621111,field_out,hit_into_play,,,,,12,Dansby Swanson flies out to center fielder Cody Bellinger.,R,R,R,LAD,ATL,X,8.0,fly_ball,0,0,2021,-0.44,1.47,1.07,2.99,,,663586.0,2,6,Top,141.38,97.86,,,669257,,,5.879659573616559,-137.28831266061445,-4.720137211610001,-6.831767107247454,29.77374972748034,-12.77601197660926,3.41,1.56,257.0,73.5,36.0,94.6,2331.0,6.4,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.11,0.349,0.336,0.0,1.0,0.0,0.0,3.0,43,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shift,Standard,196.0,0.026,-0.227,3fb2bbb0-a5c8-4b68-850f-a4e5bd05ae04
FF,2021-08-31,95.3,-1.01,5.66,"Buehler, Walker",518595,621111,field_out,hit_into_play,,,,,5,Travis d'Arnaud flies out to center fielder Cody Bellinger.,R,R,R,LAD,ATL,X,8.0,fly_ball,0,1,2021,-0.35,1.38,-0.14,2.6,,,663586.0,1,6,Top,168.02,59.34,,,669257,,,3.072753139499013,-138.79133413432615,-5.497698810284254,-5.222679464751828,30.98470867912528,-13.285973133331684,3.47,1.59,360.0,96.7,31.0,95.2,2299.0,6.2,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.32,0.326,0.569,0.0,1.0,0.0,0.0,5.0,42,2,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Strategic,198.0,0.03,-0.258,bc5c0697-78a4-4f4e-a639-60344b6f3bb0
FF,2021-08-31,94.6,-0.89,5.64,"Buehler, Walker",518595,621111,,called_strike,,,,,6,Travis d'Arnaud flies out to center fielder Cody Bellinger.,R,R,R,LAD,ATL,S,,,0,0,2021,-0.34,1.41,0.82,2.25,,,663586.0,1,6,Top,,,,,669257,,,5.252555266137243,-137.6539462537411,-6.349455941029633,-5.496200744696123,30.45549435652352,-12.97688335423062,3.26,1.59,,,,95.1,2370.0,6.6,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,53.92,,,,,,,,42,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Strategic,200.0,0.0,-0.049,7c65454d-6bb1-425b-88f5-db92ba3e93b5
SL,2021-08-31,86.0,-0.88,5.59,"Buehler, Walker",624585,621111,strikeout,swinging_strike,,,,,9,Jorge Soler strikes out swinging.,R,R,R,LAD,ATL,S,2.0,,3,2,2021,1.1,-0.05,0.7,1.83,592626.0,,,2,5,Top,,,,,669257,,,1.5265713391499758,-125.21363427851732,-2.544363100204172,11.222308843839372,26.89949681096627,-32.39652313294344,3.55,1.63,,,,86.1,2687.0,6.5,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.0,,,0.0,1.0,0.0,0.0,,36,6,Slider,1,2,2,1,2,1,2,1,Infield shift,Standard,67.0,0.041,-0.354,077125e0-730d-4b89-bb28-71cbc1849bbe
CH,2021-08-31,92.3,-0.97,5.63,"Buehler, Walker",624585,621111,,blocked_ball,,,,,14,Jorge Soler strikes out swinging.,R,R,R,LAD,ATL,B,,,2,2,2021,-1.04,0.37,0.15,0.68,592626.0,,,2,5,Top,,,,,669257,,,5.142799943264271,-134.2416919493421,-7.653154689938775,-13.723107153799567,25.609798449014065,-26.34815115507873,3.58,1.63,,,,92.9,1453.0,6.4,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.07,,,,,,,,36,5,Changeup,1,2,2,1,2,1,2,1,Infield shift,Standard,227.0,0.0,0.083,226f352a-4808-401a-8050-3d41fa3f734c
SI,2021-08-31,95.4,-1.36,5.26,"Buehler, Walker",624585,621111,,foul,,,,,7,Jorge Soler strikes out swinging.,R,R,R,LAD,ATL,S,,,2,1,2021,-0.96,0.91,-0.45,2.22,592626.0,,,2,5,Top,,,,,669257,,,4.541157190501971,-138.86075156493425,-4.419781524212192,-13.480241206519269,30.05814540471868,-19.565744840008165,3.55,1.63,,,,95.4,2171.0,6.2,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.29,,,,,,,,36,4,Sinker,1,2,2,1,2,1,2,1,Infield shift,Standard,212.0,0.0,-0.102,ebb0515c-2519-4948-b4b4-281403ef7e5b
SL,2021-08-31,84.5,-0.87,5.59,"Buehler, Walker",624585,621111,,blocked_ball,,,,,14,Jorge Soler strikes out swinging.,R,R,R,LAD,ATL,B,,,1,1,2021,1.65,0.1,2.1,-0.07,592626.0,,,2,5,Top,,,,,669257,,,3.6559984721406575,-122.94520646355636,-7.06517078444534,16.044716515142625,24.13580445135692,-29.94012759434988,3.51,1.63,,,,85.1,2740.0,6.7,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,53.84,,,,,,,,36,3,Slider,1,2,2,1,2,1,2,1,Infield shift,Standard,57.0,0.0,0.044,f6bdbba7-e0ae-4b19-9514-cb88c19262d1
SI,2021-08-31,95.2,-1.27,5.24,"Buehler, Walker",624585,621111,,ball,,,,,9,Jorge Soler strikes out swinging.,R,R,R,LAD,ATL,B,,,0,1,2021,-0.85,1.14,0.69,2.1,592626.0,,,2,5,Top,,,,,669257,,,7.017977499116155,-138.43805372762546,-5.17369192176951,-12.474679342444611,28.533633381261307,-16.535390143924065,3.57,1.72,,,,95.4,2309.0,6.2,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.26,,,,,,,,36,2,Sinker,1,2,2,1,2,1,2,1,Infield shift,Standard,215.0,0.0,0.012,b60fb0e3-dad9-474a-8235-08ec6269d691
SI,2021-08-31,95.5,-1.22,5.34,"Buehler, Walker",624585,621111,,called_strike,,,,,7,Jorge Soler strikes out swinging.,R,R,R,LAD,ATL,S,,,0,0,2021,-1.11,1.08,-0.5,1.69,592626.0,,,2,5,Top,,,,,669257,,,4.386955794594006,-139.001566011824,-6.426792705496239,-15.390741468089209,31.27172760187867,-16.91382450654381,3.56,1.63,,,,95.4,2231.0,6.2,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.29,,,,,,,,36,1,Sinker,1,2,2,1,2,1,2,1,Infield shift,Standard,210.0,0.0,-0.039,cbc05942-a8e6-487f-bd76-f4583777c81e
KC,2021-08-31,80.4,-0.74,5.84,"Buehler, Walker",501303,621111,field_out,hit_into_play,,,,,7,Ehire Adrianza grounds out to first baseman Max Muncy.   Joc Pederson to 3rd.,R,L,R,LAD,ATL,X,3.0,ground_ball,0,2,2021,0.82,-1.29,-0.41,1.65,,592626.0,,1,5,Top,150.69,172.0,,,669257,,,-0.8382473685881179,-117.02423673248506,-0.0956588415945085,7.6471861504195715,24.28948146585184,-44.18562783321474,3.41,1.56,1.0,65.5,-60.0,80.2,2612.0,6.3,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.16,0.249,0.224,0.0,1.0,0.0,0.0,2.0,35,4,Knuckle Curve,1,2,2,1,2,1,2,1,Strategic,Standard,31.0,0.032,-0.188,9afd604c-f57e-4895-97cf-280f6b05ceb7
FF,2021-08-31,96.3,-0.7,5.82,"Buehler, Walker",645277,621111,,foul,,,,,6,Ehire Adrianza grounds out to first baseman Max Muncy.   Joc Pederson to 3rd.,R,L,R,LAD,ATL,S,,,0,2,2021,-0.14,1.41,0.55,2.53,,592626.0,,1,5,Top,,,,,669257,,,3.666346770929915,-140.03600955221222,-6.3467010626230005,-2.758373231849584,32.86898510944763,-12.33274209998459,3.26,1.48,,,,96.4,2352.0,6.4,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.05,,,,,,,,35,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shift,Standard,201.0,0.0,0.0,36f4da1d-2cd6-423d-bdf2-e654787e85c5
CH,2021-08-31,92.7,-1.27,5.41,"Buehler, Walker",645277,621111,,foul,,,,,11,Ehire Adrianza grounds out to first baseman Max Muncy.   Joc Pederson to 3rd.,R,L,R,LAD,ATL,S,,,0,1,2021,-1.01,0.36,-0.97,2.77,,592626.0,,1,5,Top,,,,,669257,,,2.9705086623386343,-135.0811097029439,-1.7959768441777113,-13.010867518757196,27.589094046175752,-27.584860518859948,3.26,1.48,300.0,89.3,28.0,92.8,1326.0,6.1,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.37,,,,,,,,35,2,Changeup,1,2,2,1,2,1,2,1,Infield shift,Standard,231.0,0.0,-0.079,114e2395-c6e6-4bcb-b70e-36e11b88fe97
FC,2021-08-31,90.8,-1.01,5.47,"Buehler, Walker",645277,621111,,called_strike,,,,,2,Ehire Adrianza grounds out to first baseman Max Muncy.   Joc Pederson to 3rd.,R,L,R,LAD,ATL,S,,,0,0,2021,0.49,0.45,0.02,3.15,,592626.0,,1,5,Top,,,,,669257,,,1.5321673016878432,-132.36688980933167,-0.9116634726081164,5.520495962896964,26.65309653930821,-26.907763215640195,3.22,1.48,,,,91.4,2508.0,6.4,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.09,,,,,,,,35,1,Cutter,1,2,2,1,2,1,2,1,Infield shift,Standard,163.0,0.0,-0.046,d9c48878-250d-48fb-9eda-b48a38815b02
FF,2021-08-31,94.6,-0.89,5.61,"Buehler, Walker",450203,621111,sac_bunt,hit_into_play,,,,,5,"Charlie Morton out on a sacrifice bunt, first baseman Max Muncy to second baseman Trea Turner.   Joc Pederson to 2nd.",R,R,R,LAD,ATL,X,3.0,ground_ball,2,1,2021,-0.65,1.3,0.26,2.77,,,592626.0,0,5,Top,129.78,198.38,,,669257,,,4.46740865717352,-137.8230960150994,-4.707462373380547,-9.1776445261992,26.7778834877601,-14.70190656751624,3.58,1.68,1.0,36.0,-71.0,95.3,2314.0,6.4,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.14,0.126,0.113,0.25,0.0,0.0,0.0,1.0,34,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Strategic,200.0,0.015,-0.198,515466cb-a0e1-4d37-bfa9-71ad4c73fc17
FF,2021-08-31,94.2,-0.72,5.77,"Buehler, Walker",450203,621111,,ball,,,,,12,"Charlie Morton out on a sacrifice bunt, first baseman Max Muncy to second baseman Trea Turner.   Joc Pederson to 2nd.",R,R,R,LAD,ATL,B,,,1,1,2021,-0.2,1.2,0.14,3.92,,,592626.0,0,5,Top,,,,,669257,,,2.688259845669343,-137.1612505744293,-1.7929783063635316,-3.1432881522077447,29.71620055943145,-16.827210233222505,2.75,1.34,,,,94.3,2317.0,6.3,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.24,,,,,,,,34,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Strategic,195.0,0.0,0.075,4f70cb2b-b2af-441a-9a44-cc2cb740a903
SL,2021-08-31,82.9,-0.92,5.54,"Buehler, Walker",450203,621111,,blocked_ball,,,,,14,"Charlie Morton out on a sacrifice bunt, first baseman Max Muncy to second baseman Trea Turner.   Joc Pederson to 2nd.",R,R,R,LAD,ATL,B,,,0,1,2021,1.17,-0.32,0.46,0.6,,,592626.0,0,5,Top,,,,,669257,,,0.8798685564035704,-120.71254620555248,-4.194175243482228,11.240046068163403,24.09666287696769,-34.67847937307026,2.83,1.45,,,,83.2,2839.0,6.5,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.0,,,,,,,,34,2,Slider,1,2,2,1,2,1,2,1,Strategic,Standard,59.0,0.0,0.042,d9682fd0-0dbb-4649-84f4-c6aed21fef90
SL,2021-08-31,83.6,-1.08,5.59,"Buehler, Walker",450203,621111,,called_strike,,,,,9,"Charlie Morton out on a sacrifice bunt, first baseman Max Muncy to second baseman Trea Turner.   Joc Pederson to 2nd.",R,R,R,LAD,ATL,S,,,0,0,2021,1.09,-0.13,0.7,1.84,,,592626.0,0,5,Top,,,,,669257,,,1.9664776625369556,-121.7593979759826,-1.9527271712082188,10.389460387817236,24.92894371774073,-33.30940386757787,2.84,1.49,,,,83.8,2793.0,6.5,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.01,,,,,,,,34,1,Slider,1,2,2,1,2,1,2,1,Strategic,Standard,61.0,0.0,-0.058,7256c312-9864-4ff5-8193-b5d3370bbc59
SL,2021-08-31,84.3,-0.92,5.77,"Buehler, Walker",594807,621111,field_out,hit_into_play,,,,,5,Adam Duvall pops out to first baseman Max Muncy in foul territory.,R,R,R,LAD,ATL,X,3.0,popup,2,1,2021,1.0,0.03,0.2,2.24,,518595.0,,2,4,Top,163.24,183.1,,,669257,,,0.6214413886057581,-122.7978431602043,-1.935610952597878,10.058284122428825,22.950049811787917,-31.71156035475065,3.41,1.56,102.0,78.4,71.0,84.5,2612.0,6.2,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.27,0.006,0.007,0.0,1.0,0.0,0.0,3.0,26,4,Slider,0,2,2,0,2,0,2,0,Infield shift,Standard,63.0,0.028,-0.331,28073c72-8f0c-4a43-9531-f6d59ccdd70c
FF,2021-08-31,96.1,-0.9,5.54,"Buehler, Walker",594807,621111,,blocked_ball,,,,,14,Adam Duvall pops out to first baseman Max Muncy in foul territory.,R,R,R,LAD,ATL,B,,,1,1,2021,-0.48,1.32,0.82,0.6,,518595.0,,2,4,Top,,,,,669257,,,5.639973347465223,-139.6259088653003,-10.492300928574409,-7.46682278821326,30.45468201397583,-12.794371998733778,3.31,1.56,,,,96.3,2404.0,6.4,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.06,,,,,,,,26,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Standard,206.0,0.0,0.04,605e48fc-b6ac-4866-ad34-44961d31998a
SL,2021-08-31,85.5,-1.01,5.53,"Buehler, Walker",594807,621111,,called_strike,,,,,8,Adam Duvall pops out to first baseman Max Muncy in foul territory.,R,R,R,LAD,ATL,S,,,1,0,2021,1.26,0.12,0.18,1.95,,518595.0,,2,4,Top,,,,,669257,,,0.2609603217806144,-124.57834583117952,-2.3839238763829,12.998589721869466,26.57781167521556,-30.66736972284355,3.32,1.56,,,,85.4,2717.0,6.3,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.2,,,,,,,,26,2,Slider,0,2,2,0,2,0,2,0,Infield shift,Standard,74.0,0.0,-0.053,2c219537-a294-42ec-9626-42a5228d6f1c
FF,2021-08-31,96.3,-0.84,5.79,"Buehler, Walker",594807,621111,,blocked_ball,,,,,13,Adam Duvall pops out to first baseman Max Muncy in foul territory.,R,R,R,LAD,ATL,B,,,0,0,2021,-0.58,1.26,-0.93,0.55,,518595.0,,2,4,Top,,,,,669257,,,1.096065061775146,-139.92759426136774,-11.246933995959532,-7.947482140948916,28.66808232368497,-13.37361959567436,3.36,1.56,,,,97.0,2379.0,6.5,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,53.95,,,,,,,,26,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Standard,201.0,0.0,0.025,242f325b-45d0-4f75-b9b4-0b87038bc30a
SL,2021-08-31,84.6,-1.06,5.56,"Buehler, Walker",621020,621111,field_out,hit_into_play,,,,,8,"Dansby Swanson grounds out, third baseman Justin Turner to first baseman Max Muncy.",R,R,R,LAD,ATL,X,5.0,ground_ball,1,1,2021,1.32,-0.25,0.02,1.65,,518595.0,,1,4,Top,95.84,166.35,,,669257,,,-0.1073389960031581,-123.2695888386912,-2.2288580724362284,13.364977275060316,26.14953511101094,-34.503099310918046,3.41,1.56,4.0,81.8,-23.0,84.9,2732.0,6.6,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,53.94,0.069,0.071,0.0,1.0,0.0,0.0,2.0,25,3,Slider,0,2,2,0,2,0,2,0,Infield shift,Standard,72.0,0.026,-0.299,ebf7464c-0a65-4b29-beb5-03d131ba82b4
FF,2021-08-31,94.4,-0.85,5.76,"Buehler, Walker",621020,621111,,called_strike,,,,,14,"Dansby Swanson grounds out, third baseman Justin Turner to first baseman Max Muncy.",R,R,R,LAD,ATL,S,,,1,0,2021,0.0,1.47,1.0,1.9,,518595.0,,1,4,Top,,,,,669257,,,4.829214969332623,-137.40036548602032,-7.680098236476482,-1.036532463828676,28.207271778735446,-12.020273553703818,3.5,1.7,,,,94.8,2282.0,6.4,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.13,,,,,,,,25,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Standard,195.0,0.0,-0.046,c2d7011b-a62b-4e1c-b29d-597ea4eaeee7
SL,2021-08-31,85.3,-1.04,5.49,"Buehler, Walker",621020,621111,,ball,,,,,14,"Dansby Swanson grounds out, third baseman Justin Turner to first baseman Max Muncy.",R,R,R,LAD,ATL,B,,,0,0,2021,1.26,-0.05,1.18,2.03,,518595.0,,1,4,Top,,,,,669257,,,2.6817696305241894,-124.25514035974396,-1.7192411324263133,12.401557529994609,26.189525658091707,-32.58005955145104,3.43,1.56,,,,85.4,2757.0,6.4,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.08,,,,,,,,25,1,Slider,0,2,2,0,2,0,2,0,Infield shift,Standard,74.0,0.0,0.032,b40c54c3-55e3-46f2-bc55-d9c89456c4d1
SL,2021-08-31,84.8,-1.08,5.57,"Buehler, Walker",518595,621111,double,hit_into_play,,,,,9,Travis d'Arnaud doubles (7) on a line drive to left fielder AJ Pollock.   Austin Riley scores.,R,R,R,LAD,ATL,X,7.0,line_drive,0,1,2021,1.29,0.26,0.53,2.08,,,663586.0,1,4,Top,45.66,114.9,,,669257,,,1.1891244357481854,-123.4988423879302,-2.326566339942065,12.849248229931876,26.34085132451386,-29.22757788837991,3.47,1.59,287.0,84.9,27.0,84.8,2738.0,6.4,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.12,0.097,0.121,1.25,1.0,1.0,1.0,3.0,24,2,Slider,0,1,1,0,2,0,2,0,Standard,Strategic,70.0,-0.123,0.969,c3f660c9-b8db-4fe8-8c69-9b4648658b05
FF,2021-08-31,96.0,-0.8,5.69,"Buehler, Walker",518595,621111,,called_strike,,,,,6,Travis d'Arnaud doubles (7) on a line drive to left fielder AJ Pollock.   Austin Riley scores.,R,R,R,LAD,ATL,S,,,0,0,2021,-0.49,1.36,0.3,2.42,,,663586.0,1,4,Top,,,,,669257,,,4.0514348488329865,-139.65919046715618,-6.096238973206722,-7.395357939398635,33.622253280528604,-13.189856271582956,3.33,1.59,,,,96.0,2345.0,6.4,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.07,,,,,,,,24,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Strategic,199.0,0.0,-0.049,f129ccd8-1c4e-44ba-8cd7-aa46ed4ed6da
SL,2021-08-31,83.8,-0.87,5.64,"Buehler, Walker",594807,621111,strikeout,swinging_strike,,,,,9,Adam Duvall strikes out swinging.,R,R,R,LAD,ATL,S,2.0,,2,2,2021,1.31,0.05,0.81,1.72,,,621020.0,2,2,Top,,,,,669257,,,1.2962874956123318,-122.0347139307098,-2.756317773150675,12.826025812530672,24.537302719928,-31.30126396868122,3.41,1.56,,,,84.2,2604.0,6.5,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,53.95,,,0.0,1.0,0.0,0.0,,10,5,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,61.0,0.024,-0.192,f39230bb-bef1-44a7-96e2-c40afdb0b36f
SL,2021-08-31,85.3,-1.05,5.44,"Buehler, Walker",594807,621111,,called_strike,,,,,9,Adam Duvall strikes out swinging.,R,R,R,LAD,ATL,S,,,2,1,2021,1.08,0.19,0.43,1.89,,,621020.0,2,2,Top,,,,,669257,,,1.303193996366287,-124.2110797983713,-2.431231741945016,10.873613536868584,25.967439647268304,-29.89662362592316,3.24,1.56,,,,85.4,2554.0,6.4,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.1,,,,,,,,10,4,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,83.0,0.0,-0.063,32eab178-c680-4ec5-b3f6-f1f8182b6cf3
FF,2021-08-31,94.5,-0.95,5.6,"Buehler, Walker",594807,621111,,swinging_strike,,,,,6,Adam Duvall strikes out swinging.,R,R,R,LAD,ATL,S,,,2,0,2021,-0.22,1.3,0.47,2.37,,,621020.0,2,2,Top,,,,,669257,,,4.197797721331752,-137.56385312668965,-5.725879524201432,-3.663066512408018,27.28782364960592,-14.5208127286831,3.41,1.56,,,,95.2,2227.0,6.4,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.06,,,,,,,,10,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,203.0,0.0,-0.057,a899cad3-7c6f-42a6-a233-f8642b3715f1
FF,2021-08-31,95.2,-0.82,5.66,"Buehler, Walker",594807,621111,,ball,,,,,12,Adam Duvall strikes out swinging.,R,R,R,LAD,ATL,B,,,1,0,2021,-0.11,1.36,1.63,3.1,,,621020.0,2,2,Top,,,,,669257,,,6.708471601486774,-138.51504121457052,-4.157780522733545,-2.8504457038054234,29.383519042152628,-13.931455681181363,3.3,1.56,,,,95.7,2261.0,6.4,632663,621111,669257,571970,607208,457759,608369,572041,641355,605141,54.05,,,,,,,,10,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,200.0,0.0,0.049,5ad426f2-9d6b-4c94-9ee2-c2b09eb505b3
